PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,41860,"San Francisco-Oakland-Hayward, CA",13-2021,Appraisers and Assessors of Real Estate,detailed,450,13.9,0.187,0.47,47.54,98880,2.8,30.48,38.83,45.76,56.6,69.54,63410,80760,95170,117720,144640,,
CA,41860,"San Francisco-Oakland-Hayward, CA",13-2031,Budget Analysts,detailed,820,7,0.339,0.93,47.47,98740,1.6,31.32,37.32,46.54,56.61,65.93,65150,77620,96810,117740,137130,,
CA,41860,"San Francisco-Oakland-Hayward, CA",13-2041,Credit Analysts,detailed,1740,9.3,0.719,1.39,49.66,103290,3.6,26.1,32.68,43.92,61.86,79.3,54280,67980,91360,128660,164930,,
CA,41860,"San Francisco-Oakland-Hayward, CA",13-2051,Financial Analysts,detailed,10100,5.7,4.176,1.97,62.4,129790,4.1,32.89,40.4,51.17,71.96,#,68410,84020,106430,149680,#,,
CA,41860,"San Francisco-Oakland-Hayward, CA",13-2052,Personal Financial Advisors,detailed,6670,7.2,2.759,1.99,77.52,161250,4.4,25.77,37.02,65,#,#,53600,77000,135190,#,#,,
CA,41860,"San Francisco-Oakland-Hayward, CA",13-2053,Insurance Underwriters,detailed,1280,16.6,0.531,0.8,47.59,98980,3.4,24.38,31.15,43.23,57.75,77.54,50710,64790,89920,120120,161280,,
CA,41860,"San Francisco-Oakland-Hayward, CA",13-2061,Financial Examiners,detailed,1710,21.4,0.706,1.74,59.03,122770,9.1,29.67,37.24,50.62,74.54,#,61720,77460,105300,155030,#,,
CA,41860,"San Francisco-Oakland-Hayward, CA",13-2071,Credit Counselors,detailed,410,16.5,0.169,0.69,26.2,54510,6.6,16.27,19.18,22.96,30.06,39.84,33840,39890,47750,62520,82880,,
CA,41860,"San Francisco-Oakland-Hayward, CA",13-2072,Loan Officers,detailed,5380,8.3,2.222,1.05,40.65,84550,3.7,15.17,22.88,30.34,48.13,78.21,31550,47590,63110,100110,162680,,
CA,41860,"San Francisco-Oakland-Hayward, CA",13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,460,2,0.191,0.51,44.51,92570,1.3,29.37,35.43,42.64,54.02,62.45,61090,73690,88680,112360,129900,,
CA,41860,"San Francisco-Oakland-Hayward, CA",13-2082,Tax Preparers,detailed,1490,18.9,0.615,1.31,34.1,70930,7.8,13.2,21.04,30.72,46.62,58.88,27460,43770,63890,96980,122470,,
CA,41860,"San Francisco-Oakland-Hayward, CA",13-2099,"Financial Specialists, All Other",detailed,4030,13.5,1.664,1.87,45.51,94660,3.3,24.91,32.05,40.03,55.06,73.51,51810,66650,83270,114520,152910,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-0000,Computer and Mathematical Occupations,major,146420,2.7,60.525,2,58.04,120730,1.9,31.04,41.69,56.18,71.77,86.49,64570,86710,116860,149270,179900,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1111,Computer and Information Research Scientists,detailed,2360,18.1,0.974,4.69,67.63,140660,6.2,31.86,45.74,65.77,84.99,#,66270,95130,136810,176780,#,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1121,Computer Systems Analysts,detailed,14750,8,6.099,1.5,56.89,118320,1.1,38.33,45.1,55.72,68.12,78.67,79720,93810,115900,141690,163630,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1122,Information Security Analysts,detailed,2010,10.3,0.829,1.11,57.01,118580,1.5,30.64,43.89,56.34,70.32,83.86,63740,91300,117180,146260,174430,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1131,Computer Programmers,detailed,6350,7.5,2.626,1.65,50.9,105880,1.9,33.05,40.69,51,61.63,72.54,68730,84640,106070,128200,150870,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1132,"Software Developers, Applications",detailed,42460,7.3,17.552,2.81,69.25,144050,4.3,40.19,53.23,66.35,78.96,99.15,83590,110710,138000,164240,206240,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1133,"Software Developers, Systems Software",detailed,17090,5.9,7.065,2.52,65.99,137260,1.1,43.4,52.39,64.68,77.55,92.89,90270,108980,134530,161310,193210,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1134,Web Developers,detailed,5400,7.3,2.234,2.54,51.41,106940,2.3,25.96,35.96,51.34,65.91,78.53,54000,74800,106790,137090,163340,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1141,Database Administrators,detailed,2420,9.9,1.001,1.32,51.76,107660,1.6,28.18,36.15,52.44,66.88,77.07,58620,75190,109070,139110,160300,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1142,Network and Computer Systems Administrators,detailed,7400,4.5,3.06,1.21,50.3,104620,1.3,30.27,38.6,48.26,61.41,74.94,62960,80280,100370,127740,155870,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1143,Computer Network Architects,detailed,3890,12.9,1.609,1.52,61.07,127030,2.1,33.57,48.41,60.91,75.37,89.08,69830,100680,126680,156770,185290,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1151,Computer User Support Specialists,detailed,14830,6.4,6.129,1.41,35.39,73600,1.5,20.87,27.24,34.21,42.73,52.16,43420,56650,71150,88870,108500,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1152,Computer Network Support Specialists,detailed,3410,8.3,1.411,1.13,40.99,85250,2.1,25.22,31.2,39.38,49.42,60.84,52450,64900,81910,102790,126550,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-1199,"Computer Occupations, All Other",detailed,19480,5,8.051,3.06,54.7,113780,1.4,30.31,40.06,52.06,67.33,81.87,63050,83320,108280,140040,170290,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-2011,Actuaries,detailed,370,44.5,0.151,1.05,63.59,132260,6.5,30.4,45.42,65.2,77.31,91.39,63230,94470,135620,160810,190080,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-2021,Mathematicians,detailed,**,**,**,**,41.9,87150,10.4,28.08,39.57,43.34,47.11,49.38,58410,82310,90150,98000,102700,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-2031,Operations Research Analysts,detailed,2570,7.5,1.064,1.48,52.93,110090,2.1,29.82,38.28,52,64.46,78.73,62030,79620,108160,134080,163750,,
CA,41860,"San Francisco-Oakland-Hayward, CA",15-2041,Statisticians,detailed,1520,16.5,0.629,2.28,57,118570,3.8,33.36,42.29,56.29,70.87,81.25,69380,87970,117080,147420,168990,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-0000,Architecture and Engineering Occupations,major,54950,2.8,22.715,1.29,49.78,103540,1.4,25.91,34.28,47.54,62.72,77.61,53900,71300,98890,130470,161430,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-1011,"Architects, Except Landscape and Naval",detailed,4020,7.7,1.663,2.31,48.07,99980,5.7,25.28,34.91,46.02,58.79,75.64,52580,72620,95730,122280,157340,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-1012,Landscape Architects,detailed,580,24.8,0.241,1.87,47.7,99220,9.1,16.62,30.67,47.34,61.06,86.69,34570,63780,98460,127000,180320,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-1021,Cartographers and Photogrammetrists,detailed,120,24,0.051,0.66,49.86,103710,2.4,35.54,42.26,49.85,59.14,65.13,73920,87900,103690,123000,135460,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-1022,Surveyors,detailed,660,17.3,0.274,0.87,43.5,90470,3.1,23.43,33.3,43.08,53.12,62.1,48740,69260,89600,110490,129160,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2011,Aerospace Engineers,detailed,1880,30.8,0.779,1.76,63.75,132610,6.5,40.15,49.19,62.44,73.38,82.24,83510,102320,129880,152630,171060,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2031,Biomedical Engineers,detailed,570,4.9,0.236,1.8,47.56,98920,2.3,29.62,38.18,47.95,57.68,64.1,61600,79400,99740,119980,133320,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2041,Chemical Engineers,detailed,670,16,0.278,1.25,54.92,114240,6.7,33.46,41.6,52.31,69.45,79.16,69590,86530,108810,144460,164650,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2051,Civil Engineers,detailed,10400,6.4,4.298,2.03,56.23,116950,1.9,32.25,39.59,54.54,68.47,86.65,67080,82350,113430,142420,180240,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2061,Computer Hardware Engineers,detailed,3610,19.6,1.491,3.55,57.62,119840,5,31.18,37.68,53.92,73.13,91.04,64860,78380,112150,152110,189350,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2071,Electrical Engineers,detailed,4170,11.5,1.722,1.34,55.14,114700,2.2,32.14,41.92,55.88,68.73,78.24,66840,87200,116220,142960,162730,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2072,"Electronics Engineers, Except Computer",detailed,2910,15.6,1.203,1.3,53.99,112300,1.9,34.2,41.72,53.38,66,76.66,71130,86780,111020,137280,159450,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2081,Environmental Engineers,detailed,1540,14.5,0.637,1.74,54.41,113170,2.8,33.31,40.77,51.91,65.83,78.11,69270,84790,107960,136930,162470,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,280,7.7,0.114,0.63,52.84,109900,1.9,36.68,46.21,54.91,59.54,65.84,76290,96120,114200,123850,136940,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2112,Industrial Engineers,detailed,2580,7.7,1.065,0.55,55.8,116070,2.5,31.33,40.97,53.1,68.03,81.49,65160,85220,110450,141510,169510,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2121,Marine Engineers and Naval Architects,detailed,150,47.2,0.061,0.78,67.66,140740,2,44.52,50.79,68.6,83.01,95.02,92600,105650,142700,172670,197640,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2131,Materials Engineers,detailed,350,20,0.146,0.78,51.83,107820,1.8,31.97,42.24,51.92,62.8,74.21,66500,87850,108000,130630,154350,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2141,Mechanical Engineers,detailed,3200,7.3,1.323,0.63,56.62,117770,1.7,34.47,43.72,55.6,69.74,81.06,71690,90930,115640,145070,168610,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,**,**,**,**,63.13,131310,2.6,52.83,57.53,64.8,70.74,78.41,109880,119660,134780,147140,163080,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2161,Nuclear Engineers,detailed,**,**,**,**,46.43,96570,5,38.4,41.84,45.46,49.08,52.91,79860,87040,94560,102090,110050,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-2199,"Engineers, All Other",detailed,4020,9.3,1.663,1.69,52.68,109580,4.1,30.94,38.89,52.8,65.84,77.8,64350,80890,109820,136940,161820,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3011,Architectural and Civil Drafters,detailed,2730,10.1,1.13,1.68,31.79,66130,2,22.09,26.11,30.5,36.81,43.81,45950,54310,63430,76560,91120,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3012,Electrical and Electronics Drafters,detailed,420,25.9,0.176,1.02,30.7,63860,5.1,18.22,23.14,27.93,35.63,47.49,37900,48130,58090,74110,98770,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3013,Mechanical Drafters,detailed,590,15,0.244,0.63,34.49,71730,4.2,17.51,23.06,34.04,44.55,52.73,36420,47970,70810,92670,109680,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3019,"Drafters, All Other",detailed,300,31.8,0.123,1.22,30.69,63830,4.3,20.84,24.36,29.13,36.8,45.38,43340,50660,60590,76530,94380,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3021,Aerospace Engineering and Operations Technicians,detailed,490,33.6,0.204,2.92,30.34,63100,12.7,15.57,21.48,28.03,38.18,50.28,32380,44680,58300,79420,104580,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3022,Civil Engineering Technicians,detailed,980,14,0.403,0.82,36.14,75160,2.9,21.69,28.88,35.13,43.59,53.77,45120,60070,73070,90670,111850,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3023,Electrical and Electronics Engineering Technicians,detailed,3140,11.8,1.296,1.48,32.05,66660,2.2,19.06,23.21,30.76,38.57,49.45,39650,48270,63990,80230,102860,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3024,Electro-Mechanical Technicians,detailed,250,22.6,0.102,1.09,34.84,72460,3.7,22.56,27.94,34.42,42.89,48.11,46930,58110,71590,89220,100070,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3025,Environmental Engineering Technicians,detailed,600,32,0.247,2.07,28.6,59500,6.9,17.78,22.13,27.2,31.31,42.01,36990,46030,56570,65130,87390,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3026,Industrial Engineering Technicians,detailed,440,20.8,0.181,0.39,28.74,59770,5,14.88,17.85,27.52,36.2,45.79,30960,37130,57240,75290,95250,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3027,Mechanical Engineering Technicians,detailed,490,29.4,0.203,0.71,28.96,60230,3.4,18.94,23.3,27.98,32.95,42.75,39400,48460,58200,68530,88920,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,1420,13.9,0.587,1.02,37.02,77000,2.9,23.23,27.74,35.99,45.91,54.55,48320,57700,74870,95500,113460,,
CA,41860,"San Francisco-Oakland-Hayward, CA",17-3031,Surveying and Mapping Technicians,detailed,720,13,0.296,0.82,34.71,72190,4.4,18.09,25.87,34.79,44.78,52,37620,53810,72360,93140,108150,,
CA,41860,"San Francisco-Oakland-Hayward, CA",19-0000,"Life, Physical, and Social Science Occupations",major,37300,4.3,15.418,1.9,46.92,97600,3,22.39,30.03,43.34,58.99,75.58,46570,62470,90140,122690,157210,,
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1012,Food Scientists and Technologists,detailed,360,46.2,0.149,1.62,36.31,75530,5.3,14.89,26.13,35.64,46.88,55.19,30970,54360,74120,97510,114790,,
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1013,Soil and Plant Scientists,detailed,200,44.8,0.081,0.78,37.25,77470,7.5,22.48,29.46,35.57,42.79,55.76,46750,61270,73980,89000,115980,,
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1021,Biochemists and Biophysicists,detailed,2000,16.9,0.827,4.2,55.32,115070,3.7,26.74,35.98,50.82,64.33,92.23,55620,74830,105700,133800,191830,,
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1022,Microbiologists,detailed,1110,26.7,0.457,3.3,50.6,105250,10.2,25.97,35.04,46.28,65.1,79.29,54020,72890,96260,135420,164910,,
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1023,Zoologists and Wildlife Biologists,detailed,360,23.3,0.148,1.2,39.4,81950,5.6,21.72,26.44,36.72,53.94,61.03,45170,55000,76370,112200,126940,,
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1029,"Biological Scientists, All Other",detailed,3520,8.3,1.456,4.94,46.1,95880,3.7,25.55,33.56,45.56,56.72,66.27,53150,69800,94770,117980,137850,,
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1031,Conservation Scientists,detailed,440,24.9,0.183,1.19,42.5,88400,2.6,30.02,35.14,42.23,48.45,60.98,62450,73080,87830,100780,126840,,
CA,41860,"San Francisco-Oakland-Hayward, CA",19-1041,Epidemiologists,detailed,210,3.1,0.088,1.8,50.68,105410,4.2,33.2,38.68,48.22,58.49,71.29,69050,80460,100300,121670,148280,,
