AREA,AREA_NAME,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-3021,Computer and Information Systems Managers,detailed,23830,4.2,10.222,3.11,NA,102.15,212480,1.5,60.7,77.01,96.04,#,#,126250,160170,199760,#,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,19310,3.6,8.286,1.76,NA,92.01,191380,1.4,44.29,61.37,83.55,#,#,92130,127650,173790,#,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-3051,Industrial Production Managers,detailed,3000,4.7,1.289,1,NA,74,153910,2.1,39.41,51.52,67.99,89.22,#,81970,107160,141410,185580,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-3061,Purchasing Managers,detailed,1430,7.5,0.615,1.21,NA,77.07,160300,1.8,45.52,57.06,73.77,89.04,#,94690,118690,153440,185210,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-3071,"Transportation, Storage, and Distribution Managers",detailed,2780,7.9,1.194,1.26,NA,59.54,123830,2.2,34.22,44.67,55.16,72.61,90.12,71180,92920,114740,151030,187450,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-3111,Compensation and Benefits Managers,detailed,520,7,0.222,1.89,NA,86.94,180840,4.1,52.32,63.32,83.1,#,#,108830,131700,172840,#,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-3121,Human Resources Managers,detailed,5360,4.3,2.297,2.04,NA,84,174710,1.6,43.48,54.41,77.03,#,#,90430,113170,160210,#,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-3131,Training and Development Managers,detailed,1300,8.8,0.556,2,NA,80.17,166750,2.8,47.02,59.1,75.43,95.85,#,97800,122930,156890,199360,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9021,Construction Managers,detailed,5160,9.2,2.212,1.08,NA,65.9,137080,3.7,34.01,51.06,63.12,79.25,#,70740,106210,131300,164830,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,1190,16.7,0.509,1.53,NA,35.22,73250,9.3,20.86,24.83,30.09,43.63,60.47,43390,51640,62600,90750,125780,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,2430,6.6,1.041,0.55,NA,*,128700,2.8,*,*,*,*,*,69580,95510,128830,159400,188460,True,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9033,"Education Administrators, Postsecondary",detailed,1210,17.3,0.519,0.51,NA,66.36,138030,2.7,36.39,46.14,63.03,84.13,#,75690,95970,131100,175000,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9039,"Education Administrators, All Other",detailed,2230,13.9,0.958,3.06,NA,45.08,93760,5.4,22.69,29.42,39.21,57.9,77.33,47190,61190,81550,120430,160850,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9041,Architectural and Engineering Managers,detailed,6550,15.9,2.812,2,NA,92.81,193050,2.6,50.89,70.36,88.56,#,#,105850,146340,184200,#,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9051,Food Service Managers,detailed,5050,10.5,2.168,1.53,NA,32.29,67170,2.6,21.29,25.33,31.01,37.8,44.92,44290,52690,64510,78630,93430,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9081,Lodging Managers,detailed,530,17.7,0.229,1,NA,50.75,105560,8,31.9,34.79,39.69,59.95,87.83,66350,72370,82550,124700,182690,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9111,Medical and Health Services Managers,detailed,6650,5.6,2.853,0.99,NA,75.03,156050,2,36.4,47.77,74.07,95.12,#,75710,99350,154070,197850,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9121,Natural Sciences Managers,detailed,**,**,**,**,NA,106.47,221460,7.9,57.85,72.98,97.61,#,#,120330,151800,203020,#,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9131,Postmasters and Mail Superintendents,detailed,80,0,0.033,0.33,NA,42.06,87480,1.8,31.96,37.6,41.95,45.84,48.99,66470,78200,87260,95350,101910,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9141,"Property, Real Estate, and Community Association Managers",detailed,5590,9.1,2.398,1.52,NA,49.89,103770,5.9,19.93,29.84,39.86,59.69,96.7,41450,62060,82910,124150,201140,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9151,Social and Community Service Managers,detailed,**,**,**,**,NA,34.18,71100,4.8,14.79,22.28,31.22,40.66,57.08,30760,46350,64950,84570,118720,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9161,Emergency Management Directors,detailed,150,11,0.063,0.86,NA,66.63,138590,3.9,43.94,53.49,62.13,76.69,91.85,91400,111250,129230,159510,191040,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9171,Funeral Home Managers,detailed,130,16,0.056,0.78,NA,41.16,85620,14.1,23.88,27.83,35.37,46.68,71.97,49680,57890,73560,97090,149690,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,16590,3,7.118,2.11,NA,83.62,173930,1.5,42.51,57.08,77.58,#,#,88420,118720,161370,#,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,191940,1.7,82.35,1.37,NA,48.53,100950,0.9,25.28,33.1,44.16,58.88,77.21,52590,68840,91860,122460,160590,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,310,16.4,0.132,1.13,NA,46.81,97360,15.5,24.62,31.39,39.57,49.31,69.98,51210,65280,82300,102570,145550,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,detailed,6380,5.9,2.739,0.91,NA,39.46,82070,0.8,25.02,29.97,37.8,47.99,58.5,52050,62330,78630,99820,121670,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,3950,6,1.696,0.82,NA,42.67,88750,3.1,25.81,32.68,42.83,51,60.63,53690,67970,89090,106080,126110,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1032,"Insurance Appraisers, Auto Damage",detailed,**,**,**,**,NA,38.23,79510,9.3,22.62,28.14,35.86,47.93,60.23,47040,58540,74580,99690,125280,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1041,Compliance Officers,detailed,6820,6.3,2.927,1.24,NA,47.13,98030,2.7,26.28,33.95,46.69,57.08,66.85,54650,70610,97120,118720,139060,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1051,Cost Estimators,detailed,3520,7.6,1.511,1.05,NA,50.25,104530,3,25.08,34.18,46.41,58.55,77.98,52160,71090,96530,121780,162210,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,14120,3.8,6.059,1.3,NA,45.04,93680,1.3,24.64,31.67,41.4,56.69,73.31,51260,65870,86110,117910,152490,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1075,Labor Relations Specialists,detailed,1700,12.1,0.73,1.45,NA,40.04,83290,8,15.28,29.51,38.26,52.78,61.46,31780,61380,79580,109780,127840,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,3740,11.6,1.604,1.21,NA,40.61,84480,3.2,21.27,30.21,39.63,49.87,62.53,44240,62830,82420,103740,130060,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,16130,3.9,6.922,1.31,NA,55.37,115170,2.4,30.61,39.33,51.15,67.52,84.52,63660,81810,106380,140430,175800,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,3180,7.5,1.366,1.73,NA,34.27,71280,3,20.25,25.42,31.11,40.75,53.74,42120,52870,64710,84750,111780,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,2540,14.9,1.09,1.85,NA,40.07,83340,4.2,21.16,27.97,36.75,52.38,61.68,44020,58180,76430,108960,128290,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,2360,16.3,1.015,1.61,NA,42.79,89010,2,27.55,33.7,39.54,50.41,64.34,57310,70100,82240,104860,133830,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,5570,7.4,2.392,1.05,NA,42.83,89080,3.4,22.11,29.04,38.95,53.72,69.01,45990,60410,81020,111740,143530,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,22020,4.3,9.446,1.9,NA,46.23,96150,1.3,22.82,32.07,43.88,60.15,76.13,47460,66710,91260,125110,158350,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,40940,3,17.563,1.69,NA,46.95,97660,1.1,25.37,33.18,44.4,58.09,73.42,52770,69000,92350,120830,152720,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,24510,5.1,10.517,1.15,NA,48.6,101090,2.6,26.49,34.32,43.49,55.87,74.92,55110,71380,90460,116210,155820,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,550,16.9,0.235,0.58,NA,49.05,102020,5.2,32.67,37.67,47.73,59.86,68.61,67950,78360,99270,124510,142710,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,900,12.9,0.385,1.09,NA,46.17,96030,3,29.43,36.04,45,54.55,65.75,61220,74960,93600,113470,136750,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-2041,Credit Analysts,detailed,1610,9.6,0.689,1.33,NA,52.98,110200,3.2,29.37,36.2,48.44,68.14,83.53,61080,75290,100750,141730,173750,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,7740,8.9,3.321,2.12,NA,74.98,155960,4.8,27.46,38.71,62.85,#,#,57120,80510,130720,#,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-2053,Insurance Underwriters,detailed,1790,11.8,0.767,1.05,NA,45.59,94820,3.6,25.61,31.47,42.94,54.72,68.65,53270,65460,89320,113820,142780,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-2061,Financial Examiners,detailed,1700,31,0.731,1.49,NA,62.61,130230,5,32.09,39.27,53.93,78.67,#,66750,81680,112170,163640,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-2071,Credit Counselors,detailed,430,36.8,0.186,0.84,NA,28.04,58320,6.1,17.56,21.1,24.95,30.64,42.08,36520,43900,51900,63720,87520,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-2072,Loan Officers,detailed,4790,12.1,2.056,0.93,NA,43,89430,4.1,20.82,26.57,33.62,51.29,75.7,43300,55260,69930,106670,157450,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,410,2.3,0.174,0.46,NA,47.35,98480,1.4,30.13,36.17,47.99,58.49,65.99,62660,75230,99820,121660,137250,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-2082,Tax Preparers,detailed,850,29.5,0.366,0.81,NA,27.41,57020,5,13.02,20.58,27.11,34.99,40.69,27080,42800,56390,72780,84630,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,13080,6.5,5.611,1.7,NA,57.89,120410,4.2,32.65,38.87,50.06,66.71,96.77,67920,80840,104130,138770,201280,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,158730,3,68.101,2.06,NA,61.64,128210,1.2,32.46,44.3,60.52,77.19,93.62,67530,92140,125870,160560,194730,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,15450,7.4,6.63,1.61,NA,60.27,125350,1.4,36.45,46.75,59.97,74.39,86.89,75810,97240,124730,154730,180730,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,2590,7.6,1.112,1.12,NA,65.82,136910,1.8,37.7,48.52,62.41,82.74,99.69,78420,100920,129820,172100,207360,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,2330,29.1,1,4.6,NA,78.53,163330,3.6,38.77,57.8,76.61,95.85,#,80640,120220,159340,199370,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,2840,10.3,1.217,0.92,NA,42.8,89020,2.5,25.23,32.1,41.3,50.96,64.68,52480,66780,85890,105990,134530,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,15640,8.2,6.711,1.47,NA,37.82,78670,1.7,22.87,28.63,36.32,46.32,56.06,47570,59540,75540,96350,116600,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,4550,12.2,1.951,1.7,NA,71.27,148250,2.1,43.93,57.7,72.7,87.8,#,91370,120020,151220,182630,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,6700,7.1,2.875,1.18,NA,51.3,106700,2.2,28.98,37.61,49.23,63.46,78.17,60280,78230,102400,131990,162590,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-1245,Database Administrators and Architects,detailed,3830,11.6,1.642,1.71,NA,55.16,114730,2.7,29.47,37.85,52.98,70.38,85.57,61290,78740,110200,146400,177990,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,5690,17.4,2.443,1.91,NA,60.3,125420,1.9,41.12,48.82,59.8,70.94,81.56,85530,101540,124380,147550,169640,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,64310,4.9,27.59,2.6,NA,69.59,144740,1.1,42.35,55.34,69.34,82.65,98.53,88090,115110,144230,171910,204950,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-1257,Web Developers and Digital Interface Designers,detailed,5990,10.9,2.568,2.29,NA,54.76,113910,2.7,28.41,37.88,54.81,70.45,84.47,59090,78790,114000,146530,175700,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,21270,5.1,9.127,3.5,NA,60.33,125480,4,30.24,41.77,54.81,74.68,97.04,62900,86890,114010,155340,201830,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2011,Actuaries,detailed,380,37.7,0.164,1.02,NA,53.12,110500,3.5,33.84,40.31,52.49,63.72,76.61,70390,83840,109180,132550,159340,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2021,Mathematicians,detailed,50,35.9,0.02,1.11,NA,65.38,135980,7.2,48.74,57.79,68.38,75.81,80,101370,120210,142240,157690,166410,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,2040,11.7,0.873,1.26,NA,54.69,113760,2.1,30.93,40.6,54.61,67.14,79.16,64320,84440,113580,139660,164660,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,1910,21,0.821,2.94,NA,61.1,127080,2.4,33.96,45.49,61.03,75.2,86.81,70630,94630,126940,156420,180570,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,3170,12.3,1.359,3.17,NA,71.48,148680,3.2,45.62,57.38,69.05,84.33,#,94890,119360,143620,175410,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,54910,6.3,23.559,1.3,NA,51.08,106250,1.3,27.05,35.52,48.77,64.04,79.18,56270,73870,101430,133210,164690,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-1011,"Architects, Except Landscape and Naval",detailed,4580,8.9,1.965,2.63,NA,49.43,102810,5.8,24.92,35.91,48.53,60.31,73.89,51830,74690,100940,125440,153700,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-1012,Landscape Architects,detailed,660,24.5,0.285,1.91,NA,46.82,97390,10.2,26,32.91,38.79,57.09,89.28,54070,68460,80680,118740,185690,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-1021,Cartographers and Photogrammetrists,detailed,140,28.2,0.058,0.64,NA,52.61,109420,3,37.32,45.66,54.37,61.09,67.6,77620,94980,113080,127080,140610,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-1022,Surveyors,detailed,850,16.7,0.363,1.16,NA,44.88,93350,4.1,26.09,36.55,44.87,55.76,65.35,54260,76020,93340,115990,135930,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2011,Aerospace Engineers,detailed,**,**,**,**,NA,61.47,127850,2.4,42.3,51.19,62.83,73.83,80.33,87980,106470,130680,153560,167080,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2031,Bioengineers and Biomedical Engineers,detailed,610,9,0.261,1.95,NA,59.09,122900,3.5,32.03,47.18,59.36,74.13,88.83,66620,98120,123480,154190,184770,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2041,Chemical Engineers,detailed,390,33.2,0.166,0.9,NA,51.78,107710,2.1,36.62,42.38,49.69,61.01,73.02,76160,88150,103360,126900,151880,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2051,Civil Engineers,detailed,9830,9.5,4.218,1.95,NA,57.62,119860,2.3,34.4,42.2,56.52,69.84,85.07,71540,87780,117570,145270,176950,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2061,Computer Hardware Engineers,detailed,2250,19.5,0.964,2.07,NA,64.88,134950,8.5,34.58,39.51,53.15,76.01,#,71920,82170,110550,158100,#,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2071,Electrical Engineers,detailed,3640,11.3,1.562,1.17,NA,58.99,122690,1.7,35.44,45.13,58.99,73.06,83.4,73710,93870,122690,151970,173470,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2072,"Electronics Engineers, Except Computer",detailed,2430,17.8,1.043,1.19,NA,57.16,118890,2,37.04,45.87,57.12,68.6,79.56,77030,95400,118820,142690,165480,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2081,Environmental Engineers,detailed,1220,17.4,0.524,1.45,NA,59.72,124210,2.1,39.28,47.7,59.46,71.17,81.57,81700,99220,123670,148030,169660,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,210,6.4,0.091,0.53,NA,56.64,117810,2.6,39.98,48.57,57.72,65.47,74.39,83160,101030,120060,136170,154740,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2112,Industrial Engineers,detailed,2640,20.1,1.134,0.54,NA,55.83,116120,2.7,33.28,39.89,51.73,67.14,83.44,69210,82980,107600,139660,173560,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2121,Marine Engineers and Naval Architects,detailed,**,**,**,**,NA,62.15,129280,5.5,43.92,51.18,62.45,74.43,85.65,91350,106450,129890,154810,178150,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2131,Materials Engineers,detailed,250,22.2,0.109,0.61,NA,50.06,104130,2.7,30,36.98,47.21,62.89,76.65,62400,76920,98200,130800,159430,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2141,Mechanical Engineers,detailed,3330,8.4,1.428,0.68,NA,59.71,124190,1.6,36.61,45.88,59.38,73.44,83.6,76160,95430,123520,152760,173880,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-2199,"Engineers, All Other",detailed,5700,12.2,2.446,2.23,NA,55.88,116240,1.9,34.3,43.6,54.5,68.96,80.63,71350,90680,113360,143430,167700,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-3011,Architectural and Civil Drafters,detailed,2680,14.3,1.15,1.61,NA,32.07,66700,2,25.18,27.38,30.78,36.62,41.17,52380,56960,64020,76170,85640,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-3012,Electrical and Electronics Drafters,detailed,410,28.5,0.174,1.05,NA,32.61,67830,5.8,20.75,25.86,30.03,38.56,48.03,43150,53780,62460,80210,99900,,
41860,"San Francisco-Oakland-Hayward, CA",4,CA,0,Cross-industry,cross-industry,1235,17-3013,Mechanical Drafters,detailed,770,19.2,0.329,0.89,NA,35.15,73110,2.9,21.12,26.83,34.5,42.52,51.14,43920,55810,71760,88450,106370,,
