AREA,AREA_NAME,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-1041,Compliance Officers,detailed,4200,2.5,6.116,2.6,NA,46.49,96700,3.4,27.64,35.52,45.65,54.3,64.16,57480,73890,94960,112940,133460,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-1051,Cost Estimators,detailed,420,36.2,0.61,0.43,NA,50.41,104840,5.6,29.87,38.67,53.45,62.41,68.34,62130,80440,111180,129820,142150,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,7300,2.7,10.623,2.28,NA,48.89,101680,5.4,26.99,34.51,48.75,60.88,71.93,56140,71790,101400,126630,149620,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-1075,Labor Relations Specialists,detailed,260,21,0.377,0.75,NA,46.73,97200,2.6,35.43,40.27,45.31,52.13,61.84,73700,83760,94240,108420,128630,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,1130,19.4,1.639,1.24,NA,47.06,97890,7.2,24.16,32.2,45.66,61.26,73.18,50260,66980,94970,127410,152210,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,17870,3,26.012,4.93,NA,53.29,110850,2.1,32.51,41.51,52.51,60.88,76.78,67620,86340,109220,126620,159690,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,2190,8.9,3.187,4.04,NA,32.38,67340,2.2,20.3,24.16,30.69,39.18,48.42,42230,50240,63820,81500,100720,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,2540,11.2,3.693,6.25,NA,36.55,76030,5.2,15.34,25.78,33.56,47.47,59.78,31910,53620,69800,98730,124340,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,520,9.4,0.763,1.21,NA,39.69,82550,1.9,26.04,32.73,37.64,45.97,56.61,54160,68090,78290,95630,117750,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,1760,7.8,2.566,1.12,NA,39.21,81570,1.9,23.15,28.45,37.41,48.23,60.3,48160,59170,77820,100320,125430,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,7300,6.1,10.619,2.14,NA,40.55,84340,1.7,22.11,28.14,37.53,50.05,64.45,45990,58530,78070,104090,134050,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,40120,1.4,58.379,5.62,NA,50.83,105730,4.1,28.27,35.9,48.15,61.53,82.11,58800,74660,100160,127980,170790,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,10050,3.9,14.624,1.6,NA,52.95,110140,4.1,29,36.66,49.71,64.35,77.47,60310,76250,103410,133840,161140,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,**,**,**,**,NA,47.8,99420,3.4,31.46,40.72,49.19,56.61,61.65,65440,84690,102320,117740,128230,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,1890,3.6,2.744,7.75,NA,50.16,104330,3.3,32.61,41.5,51,58.98,64.17,67820,86320,106090,122670,133470,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-2041,Credit Analysts,detailed,290,19.2,0.428,0.83,NA,51.46,107030,8.5,28.24,34.95,49.59,65.73,80.88,58740,72690,103150,136710,168240,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,790,11.4,1.153,0.74,NA,68.45,142380,11.1,25.81,31.48,52.36,92.03,#,53690,65470,108910,191420,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-2053,Insurance Underwriters,detailed,120,39.8,0.179,0.24,NA,47.86,99560,15,25.37,30.14,41.26,60.04,83.12,52770,62690,85830,124890,172880,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-2061,Financial Examiners,detailed,550,12.2,0.798,1.63,NA,78.12,162480,7.2,34.36,51.95,79.06,#,#,71470,108060,164440,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-2071,Credit Counselors,detailed,130,5.5,0.192,0.87,NA,33.91,70530,1.6,21.98,25.54,30.57,39.66,51.3,45720,53130,63580,82480,106710,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-2072,Loan Officers,detailed,440,16.5,0.636,0.29,NA,39.08,81280,4.9,21.73,28.15,36.39,45.96,62.31,45200,58550,75700,95590,129600,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-2082,Tax Preparers,detailed,190,39.8,0.274,0.61,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,7000,3.2,10.192,3.08,NA,52.44,109070,2.1,29.81,38.45,49.79,63.43,80.15,62000,79980,103570,131930,166710,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,44720,2.3,65.084,1.97,NA,54.78,113930,2.9,31.37,40.69,54.77,67.44,79.08,65250,84640,113930,140270,164480,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,3010,8.2,4.374,1.06,NA,52.15,108470,1.6,32.04,40.4,51.61,63.23,76,66640,84040,107350,131510,158080,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,1810,13.8,2.632,2.65,NA,57.43,119460,4.9,33.97,44.2,57.37,70.27,84.1,70650,91930,119330,146160,174920,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,400,8.6,0.587,2.7,NA,61.46,127830,2.8,39.33,48.06,62.77,74.64,82.12,81810,99970,130560,155240,170810,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,320,12.7,0.466,0.35,NA,37.31,77600,2.3,25.91,29.96,35.97,43.2,51.29,53890,62310,74820,89850,106680,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,3560,7.9,5.181,1.14,NA,34.62,72010,1.7,22.26,26.83,33.22,40.67,49.43,46310,55800,69090,84600,102810,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,1470,22.5,2.132,1.86,NA,61.95,128850,1.8,39.76,49.38,60.55,75.47,88.89,82710,102710,125940,156980,184880,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,1700,9.3,2.475,1.01,NA,48.16,100170,1.6,32.26,37.47,46.66,58.41,68.79,67100,77940,97060,121500,143080,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-1245,Database Administrators and Architects,detailed,800,5.5,1.162,1.21,NA,54.69,113760,1.8,31.75,42.18,54.2,67.18,79.49,66050,87740,112730,139740,165350,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,360,18.8,0.527,0.41,NA,57.22,119010,2.3,38.09,47.72,57.68,65.27,79.73,79230,99250,119980,135760,165830,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,8110,6.4,11.802,1.11,NA,57.52,119630,1.5,37.22,45.6,57.67,68.56,80.26,77420,94840,119960,142600,166930,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-1257,Web Developers and Digital Interface Designers,detailed,1550,11.8,2.251,2,NA,41.93,87220,4,21.26,31.99,40.3,52.78,63.22,44220,66530,83830,109780,131510,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,18170,3.1,26.448,10.15,NA,58.88,122460,3.4,34.63,45.94,59.29,70.9,80.67,72020,95560,123320,147480,167790,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-2011,Actuaries,detailed,170,9.5,0.246,1.52,NA,65.5,136230,3.9,49.35,57.59,64.6,75.83,82.12,102650,119780,134360,157720,170810,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-2021,Mathematicians,detailed,60,7.3,0.083,4.68,NA,66.33,137960,3.1,44.72,54.7,64.29,80.05,82.12,93020,113780,133710,166500,170810,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,1330,6.3,1.936,2.8,NA,56.1,116700,5.2,29.19,40.14,53.26,69.78,82.12,60720,83480,110780,145140,170800,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,1320,13.8,1.922,6.88,NA,53.83,111970,4.1,28.71,39.53,55.94,66.1,75.82,59710,82220,116350,137490,157710,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,590,10,0.858,2,NA,51.06,106210,3.5,32.3,38.39,47.71,63.36,76.71,67190,79860,99240,131780,159550,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,11660,3.4,16.973,0.94,NA,55.48,115400,5,31.07,40.05,54.15,70.11,82.11,64620,83310,112620,145830,170800,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-1011,"Architects, Except Landscape and Naval",detailed,1680,13.7,2.442,3.27,NA,52.66,109540,3.1,31.72,38.56,49.08,61.92,76.48,65990,80210,102080,128790,159070,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-1012,Landscape Architects,detailed,**,**,**,**,NA,40.67,84590,3.6,24.47,27.7,36.94,55.53,60.88,50910,57620,76840,115510,126620,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-1021,Cartographers and Photogrammetrists,detailed,30,20.9,0.05,0.56,NA,45.8,95260,4.5,32.87,38.12,45.66,52.65,59.23,68370,79280,94970,109510,123190,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-1022,Surveyors,detailed,**,**,**,**,NA,28.06,58370,12.4,16.16,17.81,22.88,39.8,48.47,33610,37050,47590,82790,100820,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2011,Aerospace Engineers,detailed,330,7.9,0.483,1.11,NA,69.86,145300,2.6,47.38,59.6,73.75,81.91,88.22,98560,123960,153400,170370,183500,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2031,Bioengineers and Biomedical Engineers,detailed,60,6.2,0.089,0.67,NA,41.52,86360,4.1,29.04,33.59,39.93,47.61,57.2,60400,69860,83050,99020,118970,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2041,Chemical Engineers,detailed,70,2.2,0.108,0.58,NA,58.95,122620,3.6,41.51,51,60.88,64.29,75.82,86330,106090,126630,133720,157710,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2051,Civil Engineers,detailed,1380,9.2,2.008,0.93,NA,46.32,96350,2.9,31.69,36.27,44.39,55.09,65.02,65920,75440,92340,114580,135250,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2061,Computer Hardware Engineers,detailed,510,25.6,0.746,1.6,NA,60.43,125700,13.2,29.76,37.67,50.02,76.93,#,61890,78340,104030,160010,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2071,Electrical Engineers,detailed,610,15.8,0.894,0.67,NA,60.98,126840,2.1,41.83,49.66,61.41,72.09,82.11,87010,103290,127740,149940,170800,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2072,"Electronics Engineers, Except Computer",detailed,470,2.6,0.682,0.77,NA,65.39,136010,3.3,44.89,55.94,64.28,82.11,82.12,93370,116350,133710,170790,170810,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2081,Environmental Engineers,detailed,260,13,0.38,1.05,NA,51.39,106900,3.3,34.63,45.09,52.64,59.37,64.16,72020,93800,109500,123490,133460,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,110,18.7,0.165,0.96,NA,56.32,117140,3.5,36.56,46.54,57.07,64.16,78.91,76050,96800,118700,133460,164130,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2112,Industrial Engineers,detailed,140,16.5,0.207,0.1,NA,45.52,94680,3.4,29.95,36.41,44,52.7,67.21,62300,75740,91520,109620,139790,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2121,Marine Engineers and Naval Architects,detailed,450,31.7,0.659,10.54,NA,58.31,121290,5.8,31.91,39.5,61.45,76.01,82.12,66380,82160,127810,158100,170800,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2141,Mechanical Engineers,detailed,560,8,0.815,0.39,NA,55.7,115860,3.6,35.39,43.5,54.3,67.56,82.11,73620,90490,112940,140520,170790,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2161,Nuclear Engineers,detailed,110,2.1,0.159,1.41,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-2199,"Engineers, All Other",detailed,2740,1.9,3.99,3.64,NA,66.85,139050,3.4,43.95,58.33,70.21,80.37,82.12,91420,121320,146030,167170,170810,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-3011,Architectural and Civil Drafters,detailed,640,37.2,0.924,1.3,NA,35.23,73280,5.4,21.85,25.11,32.18,39.52,53.41,45450,52220,66930,82200,111100,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-3012,Electrical and Electronics Drafters,detailed,**,**,**,**,NA,46.26,96230,5.7,33.42,40.57,46.97,54.75,60.81,69510,84380,97690,113880,126490,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,160,34.9,0.238,2.78,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,280,20.6,0.411,0.5,NA,39.83,82850,5.3,28.07,33.68,37.39,47.08,54.58,58390,70050,77780,97940,113520,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,360,3.2,0.517,0.78,NA,46.35,96410,4,30.41,41.26,47.45,53.96,57.59,63250,85820,98700,112240,119790,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,24340,2.4,35.42,3.8,NA,53.7,111700,4.5,23.57,33.8,51.01,69.11,82.12,49030,70310,106100,143750,170810,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-1013,Soil and Plant Scientists,detailed,50,0,0.073,0.73,NA,44.25,92040,2.8,31.49,35.3,42.7,51.19,58.33,65490,73430,88820,106480,121330,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-1021,Biochemists and Biophysicists,detailed,**,**,**,**,NA,42.66,88740,3.8,22.06,25.56,39.99,54.73,72.58,45890,53160,83180,113840,150970,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-1022,Microbiologists,detailed,50,7.5,0.068,0.48,NA,51.45,107010,11.8,32.03,36.09,52.65,66.05,75.82,66630,75060,109500,137390,157710,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-1023,Zoologists and Wildlife Biologists,detailed,90,6.7,0.125,1.01,NA,54.48,113310,6.2,36.48,42.11,53.45,59.37,82.11,75870,87590,111180,123480,170790,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-1029,"Biological Scientists, All Other",detailed,540,7.9,0.779,2.6,NA,62.67,130350,4.6,32.19,41.5,53.79,81.72,#,66960,86320,111880,169970,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-1031,Conservation Scientists,detailed,140,28.4,0.207,1.3,NA,43.34,90150,17.8,14.16,26.97,40.55,60.88,73.64,29450,56090,84340,126620,153170,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-1032,Foresters,detailed,40,8.9,0.052,0.77,NA,45.92,95500,11.2,26.39,29.89,42.59,52.16,93.21,54900,62160,88590,108490,193890,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-1041,Epidemiologists,detailed,40,3.7,0.061,1.13,NA,47.85,99520,2.9,27.5,37.77,49.03,55.19,66.37,57190,78560,101990,114790,138050,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-1042,"Medical Scientists, Except Epidemiologists",detailed,410,7.5,0.592,0.65,NA,48.24,100340,4.4,22.02,29.39,43.37,64.39,82.11,45800,61130,90210,133930,170800,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-2012,Physicists,detailed,680,14.3,0.993,8.55,NA,73.01,151860,6.8,43.35,57.59,69.62,82.11,#,90180,119780,144800,170800,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-2021,Atmospheric and Space Scientists,detailed,30,29.2,0.046,0.63,NA,63.63,132340,10,32.29,45.65,69.04,75.82,94.44,67160,94960,143610,157720,196440,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-2031,Chemists,detailed,270,8.2,0.395,0.66,NA,62.45,129900,2.7,41.51,51.27,63.98,73.88,82.12,86340,106640,133070,153670,170800,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1730,16.5,2.515,4.14,NA,55.83,116120,5.5,33.45,44.38,56.42,68.04,80.85,69580,92320,117350,141530,168160,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-2099,"Physical Scientists, All Other",detailed,730,8.2,1.068,7.8,NA,68.26,141980,3.5,48.08,57.58,70.89,82.11,82.12,100020,119770,147460,170790,170810,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,19-3011,Economists,detailed,5300,5.4,7.708,61.19,NA,69.29,144110,2.9,34.72,46.67,64.17,82.12,#,72210,97080,133470,170810,#,,
