AREA,ST,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,DC,District of Columbia,13-1111,Management Analysts,detailed,22420.0,2.5,33.673,7.86,43.58,90640.0,1.8,24.8,32.04,42.81,51.37,62.81,51570.0,66640.0,89040.0,106840.0,130640.0,,
11,DC,District of Columbia,13-1121,"Meeting, Convention, and Event Planners",detailed,2160.0,6.1,3.251,5.88,32.03,66630.0,1.6,20.03,24.14,29.23,38.18,47.69,41650.0,50210.0,60800.0,79420.0,99200.0,,
11,DC,District of Columbia,13-1131,Fundraisers,detailed,1160.0,27.1,1.744,4.58,39.5,82170.0,9.6,16.25,21.13,31.18,45.09,79.44,33800.0,43960.0,64850.0,93790.0,165240.0,,
11,DC,District of Columbia,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,880.0,14.8,1.318,2.14,36.18,75250.0,3.2,24.15,29.15,34.54,42.57,52.8,50230.0,60630.0,71840.0,88540.0,109820.0,,
11,DC,District of Columbia,13-1151,Training and Development Specialists,detailed,1440.0,6.1,2.168,1.28,36.01,74900.0,2.4,19.92,24.39,33.16,43.49,59.07,41440.0,50730.0,68970.0,90460.0,122870.0,,
11,DC,District of Columbia,13-1161,Market Research Analysts and Marketing Specialists,detailed,8050.0,6.6,12.093,3.73,35.31,73450.0,2.5,19.49,23.6,32.06,44.02,56.55,40530.0,49090.0,66690.0,91560.0,117630.0,,
11,DC,District of Columbia,13-1199,"Business Operations Specialists, All Other",detailed,31270.0,1.6,46.964,6.64,44.22,91970.0,3.6,24.16,31.04,40.85,51.87,74.75,50260.0,64560.0,84960.0,107880.0,155490.0,,
11,DC,District of Columbia,13-2011,Accountants and Auditors,detailed,11140.0,2.9,16.725,1.9,42.4,88200.0,5.4,24.03,29.77,39.16,52.79,64.73,49980.0,61930.0,81460.0,109810.0,134640.0,,
11,DC,District of Columbia,13-2021,Appraisers and Assessors of Real Estate,detailed,170.0,20.9,0.252,0.55,43.27,89990.0,3.0,30.25,35.23,44.02,50.92,56.64,62920.0,73280.0,91560.0,105910.0,117800.0,,
11,DC,District of Columbia,13-2031,Budget Analysts,detailed,1950.0,2.7,2.932,6.62,42.85,89140.0,2.1,30.03,35.99,42.81,48.93,55.64,62460.0,74870.0,89040.0,101770.0,115730.0,,
11,DC,District of Columbia,13-2041,Credit Analysts,detailed,210.0,16.8,0.311,0.62,46.59,96900.0,8.8,26.14,31.35,42.82,61.86,72.44,54370.0,65200.0,89070.0,128680.0,150670.0,,
11,DC,District of Columbia,13-2051,Financial Analysts,detailed,4640.0,4.8,6.969,3.69,48.32,100510.0,3.6,24.88,30.57,40.11,57.42,83.09,51760.0,63590.0,83420.0,119430.0,172830.0,,
11,DC,District of Columbia,13-2052,Personal Financial Advisors,detailed,900.0,11.5,1.348,0.97,52.24,108660.0,9.1,20.72,27.01,35.38,74.83,#,43100.0,56180.0,73600.0,155650.0,#,,
11,DC,District of Columbia,13-2053,Insurance Underwriters,detailed,160.0,6.3,0.242,0.35,34.63,72020.0,9.1,19.74,21.54,26.79,46.92,63.62,41050.0,44800.0,55720.0,97600.0,132330.0,,
11,DC,District of Columbia,13-2061,Financial Examiners,detailed,480.0,2.4,0.728,3.15,65.31,135850.0,12.9,26.72,42.26,70.07,86.86,#,55580.0,87910.0,145740.0,180670.0,#,,
11,DC,District of Columbia,13-2071,Credit Counselors,detailed,60.0,9.7,0.095,0.45,29.83,62040.0,3.7,19.48,21.94,25.83,38.78,46.82,40510.0,45640.0,53730.0,80660.0,97380.0,,
11,DC,District of Columbia,13-2072,Loan Officers,detailed,560.0,21.6,0.834,0.37,39.96,83120.0,7.4,22.13,26.54,32.65,46.78,70.42,46030.0,55210.0,67910.0,97310.0,146470.0,,
11,DC,District of Columbia,13-2082,Tax Preparers,detailed,320.0,40.0,0.483,0.94,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,13-2099,"Financial Specialists, All Other",detailed,3290.0,2.1,4.937,4.44,41.61,86550.0,3.7,22.79,31.03,40.48,48.51,56.98,47400.0,64540.0,84200.0,100910.0,118510.0,,
11,DC,District of Columbia,15-0000,Computer and Mathematical Occupations,major,35000.0,2.2,52.571,1.89,45.57,94780.0,3.4,25.98,33.85,45.15,55.75,65.76,54040.0,70410.0,93900.0,115970.0,136780.0,,
11,DC,District of Columbia,15-1111,Computer and Information Research Scientists,detailed,310.0,14.1,0.472,2.57,54.69,113760.0,2.4,38.26,43.81,55.64,65.79,74.76,79590.0,91130.0,115740.0,136840.0,155490.0,,
11,DC,District of Columbia,15-1121,Computer Systems Analysts,detailed,2450.0,6.9,3.686,0.96,49.28,102500.0,2.9,29.43,36.09,46.67,60.12,72.47,61220.0,75070.0,97060.0,125050.0,150740.0,,
11,DC,District of Columbia,15-1122,Information Security Analysts,detailed,800.0,8.2,1.197,2.03,47.88,99580.0,1.8,29.36,37.2,48.8,58.24,68.51,61060.0,77370.0,101500.0,121130.0,142500.0,,
11,DC,District of Columbia,15-1131,Computer Programmers,detailed,1350.0,13.2,2.034,0.86,44.09,91700.0,2.2,28.89,36.51,43.71,53.47,62.35,60090.0,75950.0,90920.0,111220.0,129690.0,,
11,DC,District of Columbia,15-1132,"Software Developers, Applications",detailed,3080.0,15.0,4.628,0.95,45.56,94760.0,4.0,30.1,33.73,43.96,56.2,67.55,62600.0,70170.0,91440.0,116900.0,140510.0,,
11,DC,District of Columbia,15-1133,"Software Developers, Systems Software",detailed,1740.0,10.2,2.607,0.93,46.86,97460.0,2.0,30.5,35.24,45.23,57.55,68.43,63430.0,73310.0,94090.0,119700.0,142330.0,,
11,DC,District of Columbia,15-1134,Web Developers,detailed,1260.0,11.5,1.895,2.23,40.37,83960.0,5.1,22.2,29.15,38.43,46.36,58.12,46170.0,60620.0,79930.0,96430.0,120880.0,,
11,DC,District of Columbia,15-1141,Database Administrators,detailed,960.0,7.4,1.448,1.67,41.92,87200.0,2.2,24.41,32.63,42.62,52.46,58.32,50770.0,67870.0,88640.0,109110.0,121300.0,,
11,DC,District of Columbia,15-1142,Network and Computer Systems Administrators,detailed,3420.0,4.6,5.139,1.88,42.6,88610.0,1.5,26.53,32.8,41.73,52.31,61.34,55190.0,68220.0,86810.0,108810.0,127590.0,,
11,DC,District of Columbia,15-1143,Computer Network Architects,detailed,930.0,10.6,1.395,1.31,46.86,97470.0,3.3,25.07,35.39,48.12,58.78,68.42,52150.0,73610.0,100080.0,122260.0,142320.0,,
11,DC,District of Columbia,15-1151,Computer User Support Specialists,detailed,4580.0,6.4,6.873,1.68,32.79,68210.0,2.6,20.41,24.69,30.46,39.52,47.01,42460.0,51350.0,63360.0,82200.0,97790.0,,
11,DC,District of Columbia,15-1152,Computer Network Support Specialists,detailed,1170.0,10.8,1.751,1.41,40.15,83510.0,3.9,25.89,31.14,37.54,46.74,62.58,53860.0,64770.0,78080.0,97230.0,130170.0,,
11,DC,District of Columbia,15-1199,"Computer Occupations, All Other",detailed,10360.0,1.4,15.555,10.51,51.24,106570.0,2.7,32.04,42.81,52.79,60.69,66.1,66640.0,89040.0,109810.0,126240.0,137490.0,,
11,DC,District of Columbia,15-2011,Actuaries,detailed,160.0,2.8,0.236,1.56,54.46,113270.0,2.5,35.99,42.0,53.96,64.07,74.75,74860.0,87350.0,112230.0,133260.0,155480.0,,
11,DC,District of Columbia,15-2021,Mathematicians,detailed,70.0,15.2,0.106,4.66,55.72,115890.0,3.6,31.79,43.26,55.51,74.75,77.87,66110.0,89980.0,115470.0,155480.0,161970.0,,
11,DC,District of Columbia,15-2031,Operations Research Analysts,detailed,1440.0,7.1,2.169,3.96,49.46,102880.0,4.2,29.15,37.81,48.38,59.02,73.38,60630.0,78640.0,100630.0,122760.0,152630.0,,
11,DC,District of Columbia,15-2041,Statisticians,detailed,880.0,4.1,1.318,7.01,49.91,103810.0,2.1,34.26,42.8,49.93,57.29,65.75,71270.0,89030.0,103860.0,119150.0,136760.0,,
11,DC,District of Columbia,17-0000,Architecture and Engineering Occupations,major,13470.0,3.9,20.234,1.13,47.82,99460.0,5.1,25.98,34.21,46.45,60.69,73.39,54030.0,71150.0,96630.0,126240.0,152650.0,,
11,DC,District of Columbia,17-1011,"Architects, Except Landscape and Naval",detailed,2020.0,9.8,3.028,4.77,41.44,86190.0,6.1,23.59,28.24,38.23,49.41,61.6,49060.0,58740.0,79520.0,102770.0,128120.0,,
11,DC,District of Columbia,17-1012,Landscape Architects,detailed,**,**,**,**,45.7,95060.0,3.4,30.04,38.62,47.08,53.85,61.98,62470.0,80320.0,97940.0,112020.0,128920.0,,
11,DC,District of Columbia,17-1022,Surveyors,detailed,150.0,27.4,0.226,0.73,34.24,71220.0,9.6,20.66,26.3,33.5,41.03,49.14,42980.0,54710.0,69690.0,85340.0,102210.0,,
11,DC,District of Columbia,17-2011,Aerospace Engineers,detailed,310.0,5.4,0.472,0.88,58.26,121170.0,4.3,33.68,47.89,61.3,70.19,77.17,70060.0,99620.0,127510.0,145980.0,160510.0,,
11,DC,District of Columbia,17-2031,Biomedical Engineers,detailed,40.0,2.1,0.057,0.38,39.72,82620.0,3.4,24.54,31.18,36.0,46.73,58.95,51050.0,64860.0,74880.0,97190.0,122610.0,,
11,DC,District of Columbia,17-2041,Chemical Engineers,detailed,120.0,14.9,0.177,0.71,55.5,115440.0,3.4,43.58,48.04,55.2,62.12,68.91,90640.0,99920.0,114810.0,129210.0,143340.0,,
11,DC,District of Columbia,17-2051,Civil Engineers,detailed,1110.0,9.9,1.667,0.84,40.9,85070.0,2.1,26.91,32.97,40.78,48.77,55.65,55970.0,68580.0,84820.0,101450.0,115750.0,,
11,DC,District of Columbia,17-2061,Computer Hardware Engineers,detailed,1160.0,26.5,1.744,2.98,54.49,113340.0,2.7,34.87,43.04,54.53,66.65,74.75,72520.0,89530.0,113420.0,138640.0,155480.0,,
11,DC,District of Columbia,17-2071,Electrical Engineers,detailed,530.0,11.9,0.793,0.63,52.02,108200.0,4.2,32.26,40.08,49.38,58.31,79.7,67110.0,83370.0,102710.0,121290.0,165770.0,,
11,DC,District of Columbia,17-2072,"Electronics Engineers, Except Computer",detailed,630.0,13.0,0.947,0.93,55.7,115850.0,2.2,35.8,45.49,55.65,69.22,74.76,74460.0,94610.0,115740.0,143970.0,155500.0,,
11,DC,District of Columbia,17-2081,Environmental Engineers,detailed,340.0,16.6,0.513,1.28,46.8,97340.0,3.3,32.53,38.92,47.08,54.22,60.01,67670.0,80960.0,97930.0,112770.0,124820.0,,
11,DC,District of Columbia,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,140.0,35.9,0.212,1.18,46.18,96060.0,2.0,31.62,37.04,47.08,54.61,63.13,65780.0,77040.0,97930.0,113580.0,131300.0,,
11,DC,District of Columbia,17-2112,Industrial Engineers,detailed,360.0,22.3,0.543,0.31,44.95,93500.0,4.5,29.17,33.43,42.97,56.57,68.17,60660.0,69530.0,89380.0,117670.0,141780.0,,
11,DC,District of Columbia,17-2121,Marine Engineers and Naval Architects,detailed,390.0,12.8,0.59,11.79,56.5,117510.0,3.5,33.48,44.24,57.33,69.62,76.06,69640.0,92020.0,119240.0,144820.0,158200.0,,
11,DC,District of Columbia,17-2141,Mechanical Engineers,detailed,660.0,6.8,0.986,0.51,43.8,91100.0,3.7,28.64,33.71,43.19,52.77,58.36,59580.0,70110.0,89840.0,109760.0,121390.0,,
11,DC,District of Columbia,17-2161,Nuclear Engineers,detailed,90.0,2.3,0.136,1.1,72.5,150790.0,3.4,55.53,61.13,75.03,79.48,83.93,115500.0,127140.0,156060.0,165320.0,174570.0,,
11,DC,District of Columbia,17-2199,"Engineers, All Other",detailed,2950.0,2.9,4.43,4.86,59.92,124640.0,2.3,39.4,50.98,62.39,71.4,77.87,81960.0,106040.0,129760.0,148510.0,161970.0,,
11,DC,District of Columbia,17-3011,Architectural and Civil Drafters,detailed,470.0,28.9,0.709,1.06,26.04,54160.0,3.4,19.34,20.74,23.1,30.2,36.78,40220.0,43130.0,48050.0,62820.0,76500.0,,
11,DC,District of Columbia,17-3012,Electrical and Electronics Drafters,detailed,**,**,**,**,28.53,59330.0,9.2,23.8,25.1,27.27,29.56,38.38,49510.0,52210.0,56710.0,61480.0,79820.0,,
11,DC,District of Columbia,17-3013,Mechanical Drafters,detailed,40.0,38.8,0.067,0.14,30.4,63230.0,3.6,16.95,25.24,30.9,36.37,42.55,35250.0,52500.0,64270.0,75650.0,88490.0,,
11,DC,District of Columbia,17-3021,Aerospace Engineering and Operations Technicians,detailed,**,**,**,**,28.56,59400.0,4.0,22.35,24.47,27.13,31.69,39.69,46490.0,50900.0,56420.0,65910.0,82550.0,,
11,DC,District of Columbia,17-3022,Civil Engineering Technicians,detailed,310.0,16.1,0.468,0.89,28.92,60150.0,8.1,15.19,22.8,30.82,36.29,38.23,31590.0,47430.0,64110.0,75470.0,79510.0,,
11,DC,District of Columbia,17-3023,Electrical and Electronics Engineering Technicians,detailed,810.0,17.0,1.215,1.14,36.86,76660.0,1.4,25.48,30.3,35.67,43.89,51.74,53010.0,63020.0,74190.0,91290.0,107610.0,,
11,DC,District of Columbia,17-3024,Electro-Mechanical Technicians,detailed,**,**,**,**,29.24,60830.0,4.4,21.55,25.95,30.71,33.89,35.8,44820.0,53990.0,63880.0,70500.0,74470.0,,
11,DC,District of Columbia,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,330.0,0.0,0.489,0.98,40.94,85150.0,2.5,30.62,35.88,40.8,45.6,51.37,63690.0,74640.0,84860.0,94840.0,106840.0,,
11,DC,District of Columbia,19-0000,"Life, Physical, and Social Science Occupations",major,20650.0,3.1,31.009,3.62,47.18,98140.0,4.9,20.62,31.03,45.65,60.7,74.75,42900.0,64550.0,94960.0,126250.0,155480.0,,
11,DC,District of Columbia,19-1012,Food Scientists and Technologists,detailed,90.0,44.3,0.133,1.17,38.1,79240.0,14.6,19.85,26.27,36.22,47.56,57.91,41290.0,54630.0,75340.0,98930.0,120450.0,,
11,DC,District of Columbia,19-1021,Biochemists and Biophysicists,detailed,150.0,2.0,0.22,1.0,22.73,47290.0,3.5,9.85,15.33,22.04,27.97,35.95,20490.0,31880.0,45850.0,58190.0,74780.0,,
11,DC,District of Columbia,19-1022,Microbiologists,detailed,70.0,5.9,0.102,0.68,49.66,103290.0,5.1,29.86,40.51,49.93,62.38,72.68,62110.0,84260.0,103860.0,129760.0,151170.0,,
11,DC,District of Columbia,19-1023,Zoologists and Wildlife Biologists,detailed,90.0,4.7,0.14,1.0,47.98,99800.0,9.9,26.55,30.04,47.08,60.96,74.76,55230.0,62480.0,97930.0,126790.0,155490.0,,
11,DC,District of Columbia,19-1029,"Biological Scientists, All Other",detailed,270.0,9.5,0.411,1.64,50.73,105530.0,2.5,25.65,35.04,45.0,70.8,82.94,53350.0,72880.0,93610.0,147270.0,172510.0,,
11,DC,District of Columbia,19-1031,Conservation Scientists,detailed,**,**,**,**,38.95,81030.0,5.3,22.69,29.37,35.98,47.87,58.22,47190.0,61080.0,74830.0,99570.0,121090.0,,
11,DC,District of Columbia,19-1042,"Medical Scientists, Except Epidemiologists",detailed,520.0,14.2,0.784,1.0,51.09,106270.0,2.2,25.14,36.52,49.68,64.07,74.75,52290.0,75960.0,103330.0,133260.0,155480.0,,
11,DC,District of Columbia,19-2012,Physicists,detailed,430.0,0.8,0.642,4.91,60.91,126690.0,2.5,43.55,51.54,59.1,74.75,74.76,90590.0,107190.0,122930.0,155490.0,155500.0,,
11,DC,District of Columbia,19-2031,Chemists,detailed,310.0,8.5,0.465,0.7,52.63,109460.0,4.7,28.34,44.23,54.21,65.44,74.75,58950.0,92000.0,112760.0,136120.0,155490.0,,
11,DC,District of Columbia,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1430.0,3.6,2.149,3.26,52.77,109770.0,3.2,30.06,42.81,52.8,65.45,73.39,62520.0,89040.0,109820.0,136130.0,152650.0,,
11,DC,District of Columbia,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,70.0,7.5,0.112,0.43,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,19-2099,"Physical Scientists, All Other",detailed,690.0,5.8,1.032,5.87,56.03,116540.0,4.1,35.55,45.65,57.33,71.39,74.76,73950.0,94960.0,119240.0,148490.0,155490.0,,
11,DC,District of Columbia,19-3011,Economists,detailed,4890.0,6.4,7.344,56.51,56.13,116740.0,3.3,29.52,39.59,52.8,68.44,81.61,61390.0,82350.0,109820.0,142350.0,169740.0,,
11,DC,District of Columbia,19-3022,Survey Researchers,detailed,480.0,19.5,0.728,5.56,34.28,71300.0,5.7,14.64,21.78,28.05,40.06,55.98,30440.0,45310.0,58340.0,83320.0,116450.0,,
11,DC,District of Columbia,19-3031,"Clinical, Counseling, and School Psychologists",detailed,440.0,11.9,0.655,0.83,39.71,82590.0,3.1,19.73,28.09,37.86,47.57,58.4,41050.0,58440.0,78740.0,98940.0,121470.0,,
11,DC,District of Columbia,19-3039,"Psychologists, All Other",detailed,200.0,8.2,0.301,3.67,41.25,85800.0,3.1,22.1,35.99,44.23,48.52,55.64,45960.0,74870.0,92000.0,100920.0,115730.0,,
11,DC,District of Columbia,19-3041,Sociologists,detailed,200.0,23.3,0.298,14.67,50.58,105210.0,3.7,25.56,33.03,45.84,64.87,82.5,53170.0,68700.0,95340.0,134920.0,171600.0,,
11,DC,District of Columbia,19-3091,Anthropologists and Archeologists,detailed,50.0,6.6,0.075,1.52,46.79,97330.0,3.1,32.04,35.99,45.66,54.22,60.7,66630.0,74870.0,94960.0,112770.0,126250.0,,
11,DC,District of Columbia,19-3093,Historians,detailed,290.0,17.5,0.433,17.94,43.94,91390.0,5.8,18.57,36.67,45.66,54.21,60.69,38620.0,76270.0,94970.0,112760.0,126240.0,,
11,DC,District of Columbia,19-3094,Political Scientists,detailed,3370.0,4.3,5.056,120.46,52.51,109230.0,2.9,30.04,42.8,54.22,65.75,72.15,62470.0,89030.0,112780.0,136760.0,150070.0,,
11,DC,District of Columbia,19-3099,"Social Scientists and Related Workers, All Other",detailed,2740.0,6.8,4.121,17.43,47.55,98910.0,3.1,30.03,37.19,43.2,55.63,69.96,62470.0,77360.0,89850.0,115710.0,145520.0,,
11,DC,District of Columbia,19-4021,Biological Technicians,detailed,130.0,33.2,0.202,0.37,22.1,45960.0,2.0,12.53,16.38,21.09,26.97,31.24,26070.0,34080.0,43860.0,56090.0,64990.0,,
