AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,DC,District of Columbia,11-9021,Construction Managers,detailed,850,14.6,1.25,0.72,50.33,104690,2.5,29.94,39.39,47.25,60.93,75.57,62280,81930,98280,126720,157180,,
11,DC,District of Columbia,11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,300,17.2,0.45,1.33,32.78,68180,7.8,16.79,21.96,29,37.25,49.12,34920,45680,60330,77480,102160,,
11,DC,District of Columbia,11-9032,"Education Administrators, Elementary and Secondary School",detailed,1300,9.6,1.926,1.13,*,94550,5.3,*,*,*,*,*,50130,67990,94440,118890,140000,True,
11,DC,District of Columbia,11-9033,"Education Administrators, Postsecondary",detailed,1970,2.2,2.907,2.95,49.63,103230,4.6,22.93,29.09,40.88,59.44,89.47,47690,60510,85040,123630,186110,,
11,DC,District of Columbia,11-9039,"Education Administrators, All Other",detailed,690,10.8,1.018,4.41,46.99,97740,5.6,21.23,30.51,45.13,57.14,74.85,44160,63470,93860,118840,155690,,
11,DC,District of Columbia,11-9041,Architectural and Engineering Managers,detailed,1790,4.9,2.647,2.03,66.98,139330,2.7,51.6,61.29,67.08,76.14,81.1,107320,127480,139520,158370,168690,,
11,DC,District of Columbia,11-9051,Food Service Managers,detailed,1210,24.1,1.785,1.22,31.12,64720,3.4,19.99,24.84,28.82,37.79,45.37,41570,51660,59940,78600,94370,,
11,DC,District of Columbia,11-9081,Lodging Managers,detailed,110,12.3,0.166,0.64,45.7,95060,7.1,20.27,23.93,31.03,53.28,#,42170,49770,64540,110820,#,,
11,DC,District of Columbia,11-9111,Medical and Health Services Managers,detailed,1690,8.7,2.495,1.09,65.87,137000,5.2,36.03,45.72,58.47,76.29,#,74950,95090,121620,158680,#,,
11,DC,District of Columbia,11-9121,Natural Sciences Managers,detailed,960,2.1,1.419,3.66,62.41,129820,3,43.67,52.69,62.85,72.84,76.3,90820,109600,130730,151500,158700,,
11,DC,District of Columbia,11-9141,"Property, Real Estate, and Community Association Managers",detailed,1440,9.2,2.13,1.68,37.37,77730,3.9,20.38,23.89,35.05,45.72,56.55,42390,49700,72910,95090,117630,,
11,DC,District of Columbia,11-9151,Social and Community Service Managers,detailed,1130,11.4,1.675,1.93,46.75,97230,5.1,24.91,32.21,42.73,57.86,77.81,51820,67000,88870,120350,161850,,
11,DC,District of Columbia,11-9161,Emergency Management Directors,detailed,120,5.2,0.183,2.57,62.07,129110,4.2,38.15,50.75,66.77,72.84,76.3,79360,105550,138870,151500,158700,,
11,DC,District of Columbia,11-9199,"Managers, All Other",detailed,17990,1.3,26.608,9.75,64.54,134230,2.4,48.04,55.04,61.92,70.82,76.3,99920,114480,128790,147300,158700,,
11,DC,District of Columbia,13-0000,Business and Financial Operations Occupations,major,99090,1.4,146.573,2.87,45.09,93780,1.2,25.31,32.59,42.85,53.31,69.45,52650,67790,89130,110890,144460,,
11,DC,District of Columbia,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,140,25.9,0.213,2.22,53.18,110620,15.5,14.06,26.02,35.69,72.67,#,29250,54130,74230,151150,#,,
11,DC,District of Columbia,13-1021,"Buyers and Purchasing Agents, Farm Products",detailed,**,**,**,**,34.05,70820,8.3,22.43,28.61,34.18,38.46,44.46,46660,59510,71100,80000,92490,,
11,DC,District of Columbia,13-1022,"Wholesale and Retail Buyers, Except Farm Products",detailed,130,25.1,0.187,0.23,28.2,58650,8.2,17.06,20.3,24.28,34.18,42.4,35490,42230,50500,71090,88200,,
11,DC,District of Columbia,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,2470,2.3,3.652,1.73,43.49,90460,2.3,26.91,36.72,43.67,49.49,56.77,55970,76380,90830,102930,118070,,
11,DC,District of Columbia,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,560,8.5,0.827,0.42,38.12,79300,1.9,22.08,27.89,37.94,46.57,52.4,45940,58010,78920,96870,108980,,
11,DC,District of Columbia,13-1041,Compliance Officers,detailed,4210,4.3,6.231,3.34,41.63,86580,3.3,23.7,30.64,40.33,48.04,56.77,49300,63730,83880,99920,118070,,
11,DC,District of Columbia,13-1051,Cost Estimators,detailed,410,27.3,0.61,0.39,38.12,79290,3.8,22.6,27.47,35.03,45.72,59.34,47010,57130,72850,95100,123440,,
11,DC,District of Columbia,13-1071,Human Resources Specialists,detailed,6430,2.5,9.505,2.67,43.2,89860,5.1,24.21,31.99,43.66,53.77,61.92,50350,66530,90820,111840,128790,,
11,DC,District of Columbia,13-1075,Labor Relations Specialists,detailed,370,21.5,0.551,0.96,40.42,84070,5.2,26.02,30.79,39.96,46.64,56.94,54110,64040,83120,97020,118430,,
11,DC,District of Columbia,13-1081,Logisticians,detailed,1370,13.1,2.025,2.09,48.77,101440,2,29.05,36.77,48.63,60.19,70.82,60420,76480,101140,125200,147300,,
11,DC,District of Columbia,13-1111,Management Analysts,detailed,20470,3.4,30.279,6.8,47.36,98500,2.2,28.86,36.73,45.53,54.04,67.62,60020,76390,94700,112400,140650,,
11,DC,District of Columbia,13-1121,"Meeting, Convention, and Event Planners",detailed,2340,6,3.462,5.46,32.76,68150,1.9,21.07,25.16,30.25,37.97,46.59,43820,52330,62930,78970,96910,,
11,DC,District of Columbia,13-1131,Fundraisers,detailed,1560,7.8,2.306,5.07,34.33,71410,3.1,18.77,22.98,32.79,44.16,52.34,39040,47800,68200,91850,108860,,
11,DC,District of Columbia,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,520,9.9,0.772,1.33,39.55,82270,2.8,26.29,31.21,36.78,45.11,55.18,54670,64910,76500,93840,114780,,
11,DC,District of Columbia,13-1151,Training and Development Specialists,detailed,1240,7.2,1.838,1,37.22,77420,2,21.54,28.12,36.1,45.18,55.57,44800,58490,75080,93970,115590,,
11,DC,District of Columbia,13-1161,Market Research Analysts and Marketing Specialists,detailed,5260,5.6,7.784,2.12,35.24,73300,3.1,20.01,23.99,32.75,43.27,56.34,41620,49890,68120,90010,117190,,
11,DC,District of Columbia,13-1199,"Business Operations Specialists, All Other",detailed,29680,2.6,43.908,6.53,47.56,98930,2.8,26.07,33.7,43.67,56.51,78.36,54230,70090,90830,117540,162980,,
11,DC,District of Columbia,13-2011,Accountants and Auditors,detailed,10860,3.7,16.07,1.81,44.71,93000,4.8,25.54,32.16,41.94,55.04,67.08,53120,66890,87230,114470,139520,,
11,DC,District of Columbia,13-2021,Appraisers and Assessors of Real Estate,detailed,**,**,**,**,44.18,91890,2,30.59,37.62,44.66,51.82,58.19,63620,78240,92880,107780,121030,,
11,DC,District of Columbia,13-2031,Budget Analysts,detailed,1820,3.2,2.689,6.59,44.75,93090,2.2,30.64,36.77,45.13,50.95,56.77,63720,76470,93860,105970,118080,,
11,DC,District of Columbia,13-2041,Credit Analysts,detailed,170,6.4,0.252,0.49,52.29,108770,7,30.39,36.28,52.57,68.06,76.32,63220,75460,109340,141570,158750,,
11,DC,District of Columbia,13-2051,Financial Analysts,detailed,3330,6.1,4.926,2.53,48.02,99890,2.9,27.58,33.58,41.55,56.05,74.96,57380,69860,86420,116590,155920,,
11,DC,District of Columbia,13-2052,Personal Financial Advisors,detailed,**,**,**,**,58.1,120850,9.1,25.26,31.48,44.61,69.22,#,52540,65480,92780,143970,#,,
11,DC,District of Columbia,13-2053,Insurance Underwriters,detailed,30,34.1,0.048,0.07,40.51,84260,6.4,21.98,28.46,36.11,48.08,70.47,45710,59190,75110,100000,146580,,
11,DC,District of Columbia,13-2061,Financial Examiners,detailed,510,2.6,0.758,2.36,71.94,149640,8,37.98,51.82,74.59,#,#,79000,107780,155160,#,#,,
11,DC,District of Columbia,13-2071,Credit Counselors,detailed,90,10.4,0.135,0.61,27.27,56720,6.2,17.04,20.52,24.8,31.72,42.61,35440,42680,51580,65970,88630,,
11,DC,District of Columbia,13-2072,Loan Officers,detailed,610,19.7,0.905,0.41,44.61,92780,8.5,20.66,26.26,41.74,59.16,73.99,42980,54610,86830,123040,153900,,
11,DC,District of Columbia,13-2099,"Financial Specialists, All Other",detailed,3140,2.5,4.641,5.03,46.7,97130,2.2,27.25,34.9,44.06,52.4,72.04,56670,72600,91650,108980,149840,,
11,DC,District of Columbia,15-0000,Computer and Mathematical Occupations,major,39020,2.5,57.723,1.99,48.38,100620,1.2,26.58,35.77,48.19,60.14,71.01,55290,74400,100230,125090,147710,,
11,DC,District of Columbia,15-1111,Computer and Information Research Scientists,detailed,600,45.7,0.894,4.84,58.6,121880,2.5,47.98,53.37,57.84,63.49,75.38,99790,111020,120310,132050,156800,,
11,DC,District of Columbia,15-1121,Computer Systems Analysts,detailed,4060,7.2,6.008,1.49,48.88,101670,2.2,27.1,35.79,47.77,59.62,74.17,56370,74450,99350,124020,154270,,
11,DC,District of Columbia,15-1122,Information Security Analysts,detailed,1010,10.4,1.492,2.31,55.82,116100,3.5,32.2,40.8,53.6,68.87,86.3,66970,84870,111490,143250,179510,,
11,DC,District of Columbia,15-1131,Computer Programmers,detailed,1120,15.9,1.659,0.79,45.03,93660,2.9,26.98,33.82,43.8,56.75,67.34,56120,70340,91100,118040,140060,,
11,DC,District of Columbia,15-1132,"Software Developers, Applications",detailed,2800,16.7,4.139,0.76,48.55,100970,3.9,31.56,35.39,48.38,59.25,70.95,65640,73620,100640,123230,147580,,
11,DC,District of Columbia,15-1133,"Software Developers, Systems Software",detailed,2630,9.9,3.888,1.37,51.04,106160,1.9,31.53,38.42,51.11,63.67,73.88,65570,79920,106310,132420,153660,,
11,DC,District of Columbia,15-1134,Web Developers,detailed,1350,9.8,2.002,2.17,39.74,82670,2.8,22.53,30.67,38.35,48.38,59.55,46860,63790,79770,100620,123860,,
11,DC,District of Columbia,15-1141,Database Administrators,detailed,1060,9.6,1.563,1.89,47.77,99370,2.1,25.97,37.11,49.61,59.73,69.62,54010,77180,103180,124230,144820,,
11,DC,District of Columbia,15-1142,Network and Computer Systems Administrators,detailed,3130,8.5,4.627,1.7,44.62,92800,1.7,29.5,34.91,43.69,53.64,61.71,61350,72610,90870,111580,128350,,
11,DC,District of Columbia,15-1143,Computer Network Architects,detailed,1480,13.7,2.188,2.06,49.75,103490,2.9,29.93,38.63,48.78,61.33,72.8,62250,80340,101470,127570,151430,,
11,DC,District of Columbia,15-1151,Computer User Support Specialists,detailed,4320,6.5,6.387,1.51,31.07,64630,3,15.99,22.17,29.07,38.32,48.67,33260,46120,60470,79690,101230,,
11,DC,District of Columbia,15-1152,Computer Network Support Specialists,detailed,850,12.1,1.258,0.94,41.9,87160,3,24.55,32.32,41.57,51.13,61.61,51060,67230,86470,106360,128150,,
11,DC,District of Columbia,15-1199,"Computer Occupations, All Other",detailed,11880,3.2,17.579,10.85,54.43,113210,2,33.85,45.02,55.31,64.01,73.98,70400,93630,115030,133130,153880,,
11,DC,District of Columbia,15-2011,Actuaries,detailed,180,6.2,0.267,1.86,58.06,120760,4,39.16,45.34,56.77,67.08,76.3,81460,94300,118080,139520,158700,,
11,DC,District of Columbia,15-2021,Mathematicians,detailed,90,21.5,0.135,5.85,57.37,119320,2.6,31.66,43.57,56.79,72.84,79.26,65850,90630,118130,151510,164870,,
11,DC,District of Columbia,15-2031,Operations Research Analysts,detailed,1120,7.9,1.65,2.37,53.12,110500,3,32.95,42.82,53.19,64.75,74.86,68530,89060,110640,134680,155710,,
11,DC,District of Columbia,15-2041,Statisticians,detailed,1280,7.4,1.898,8.76,51.44,107000,1.6,34.49,43.6,50.94,58.97,67.08,71740,90690,105960,122650,139520,,
11,DC,District of Columbia,17-0000,Architecture and Engineering Occupations,major,10850,3.2,16.042,0.89,49.84,103670,5.3,26.79,35.8,48.04,61.92,76.29,55720,74460,99920,128790,158690,,
11,DC,District of Columbia,17-1011,"Architects, Except Landscape and Naval",detailed,2100,9.1,3.102,4.56,38.98,81080,3.6,24.59,27.81,35.55,46.61,57.51,51140,57850,73940,96940,119630,,
11,DC,District of Columbia,17-1012,Landscape Architects,detailed,50,19.4,0.068,0.47,45.95,95570,5.4,28.53,36.73,42.94,50.95,71.01,59350,76390,89300,105970,147710,,
11,DC,District of Columbia,17-1022,Surveyors,detailed,**,**,**,**,42.45,88300,24.5,21.06,27.2,42.1,58.11,68.11,43810,56580,87570,120860,141670,,
11,DC,District of Columbia,17-2011,Aerospace Engineers,detailed,330,7.6,0.495,1.02,60.27,125350,2.5,38.18,50.08,63.63,72.83,76.91,79410,104170,132350,151490,159980,,
11,DC,District of Columbia,17-2031,Biomedical Engineers,detailed,40,11,0.058,0.38,35.21,73250,2.7,21.52,26.46,33.58,41.68,52.22,44760,55030,69840,86690,108620,,
11,DC,District of Columbia,17-2041,Chemical Engineers,detailed,90,11.6,0.136,0.58,52.71,109630,2.8,38.21,46.85,53.32,57.14,67.07,79480,97450,110900,118860,139510,,
11,DC,District of Columbia,17-2051,Civil Engineers,detailed,1040,12.2,1.532,0.77,49.53,103020,5.9,27.26,34.46,44.04,55.17,72.02,56700,71680,91590,114760,149800,,
11,DC,District of Columbia,17-2061,Computer Hardware Engineers,detailed,390,24.4,0.57,1.04,53.21,110680,2.5,31.21,41.73,53.66,60.94,76.47,64920,86790,111610,126750,159050,,
11,DC,District of Columbia,17-2071,Electrical Engineers,detailed,380,10.1,0.563,0.43,52.8,109830,4.2,36.72,42.67,50.48,56.88,75.73,76380,88760,105010,118310,157520,,
11,DC,District of Columbia,17-2072,"Electronics Engineers, Except Computer",detailed,550,4.4,0.819,0.83,57.84,120300,2.3,40.17,48.04,56.78,71.5,76.3,83560,99920,118100,148720,158700,,
11,DC,District of Columbia,17-2081,Environmental Engineers,detailed,310,13.6,0.452,1.18,46.28,96270,3.9,30.63,38.65,47.74,53.86,58.13,63720,80400,99300,112030,120900,,
11,DC,District of Columbia,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,190,34.6,0.277,1.54,47.06,97890,2.2,29.23,40.45,47.84,55.72,62.44,60790,84140,99510,115890,129880,,
11,DC,District of Columbia,17-2112,Industrial Engineers,detailed,210,16.6,0.317,0.18,43.56,90600,3.6,28.61,32.93,39.5,51.89,63.63,59510,68500,82160,107940,132350,,
11,DC,District of Columbia,17-2121,Marine Engineers and Naval Architects,detailed,340,3.1,0.51,9.26,59.84,124470,2.7,36.73,50.94,61.45,70.82,76.3,76400,105960,127820,147300,158700,,
11,DC,District of Columbia,17-2131,Materials Engineers,detailed,150,41,0.218,1.11,54.22,112770,2.5,36.06,44.07,54.29,63.51,76.29,75010,91670,112930,132100,158690,,
11,DC,District of Columbia,17-2141,Mechanical Engineers,detailed,650,8.4,0.966,0.48,48.04,99930,3,31.75,36.73,46.58,56.76,71.45,66040,76390,96880,118070,148620,,
11,DC,District of Columbia,17-2161,Nuclear Engineers,detailed,90,0.7,0.139,1.14,71.98,149720,2.6,53.86,61.29,75.23,81.11,88.12,112020,127490,156470,168710,183290,,
11,DC,District of Columbia,17-2199,"Engineers, All Other",detailed,2610,2,3.861,4.24,60.98,126840,2.8,41.02,51.6,63.64,74.16,78.12,85330,107320,132360,154250,162480,,
11,DC,District of Columbia,17-3011,Architectural and Civil Drafters,detailed,310,30.1,0.466,0.67,25.88,53830,5.4,19.7,21.08,23.39,29.04,37.65,40970,43860,48660,60400,78310,,
11,DC,District of Columbia,17-3022,Civil Engineering Technicians,detailed,180,25.8,0.267,0.52,32.45,67500,11.9,18.07,27.13,33.63,40.28,41.38,37590,56440,69950,83790,86070,,
11,DC,District of Columbia,17-3023,Electrical and Electronics Engineering Technicians,detailed,320,9.3,0.474,0.47,37.94,78910,2,27.43,31.83,37.98,44.98,48.29,57050,66200,79000,93570,100440,,
11,DC,District of Columbia,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,290,1.1,0.43,0.84,41.81,86960,2.7,32.08,36.73,42.85,46.52,50.95,66720,76400,89120,96760,105970,,
11,DC,District of Columbia,19-0000,"Life, Physical, and Social Science Occupations",major,22910,4.1,33.889,4.08,47.9,99620,3.7,20.49,29.49,45.13,61.82,76.3,42620,61330,93870,128570,158700,,
11,DC,District of Columbia,19-1013,Soil and Plant Scientists,detailed,50,0,0.078,0.74,40.22,83660,3.7,27.85,30.64,37.78,44.07,60.69,57930,63720,78590,91660,126240,,
11,DC,District of Columbia,19-1021,Biochemists and Biophysicists,detailed,**,**,**,**,29.74,61860,4.9,19.72,22.21,26.88,35.08,46.94,41020,46200,55910,72960,97630,,
11,DC,District of Columbia,19-1022,Microbiologists,detailed,**,**,**,**,54.68,113730,3.2,36.73,47.39,55.03,67.08,72.7,76400,98570,114470,139520,151210,,
11,DC,District of Columbia,19-1029,"Biological Scientists, All Other",detailed,260,1.8,0.388,1.67,51.11,106320,2.6,27.01,33.25,44.75,70.36,83.26,56180,69170,93080,146360,173190,,
11,DC,District of Columbia,19-1041,Epidemiologists,detailed,60,20.2,0.091,2.31,50.46,104950,5.8,27.88,35.86,44.19,56.91,88.09,57980,74590,91910,118380,183230,,
11,DC,District of Columbia,19-1042,"Medical Scientists, Except Epidemiologists",detailed,900,18.6,1.338,1.77,47.13,98040,3.8,24.45,28.72,41.04,61.32,74.24,50850,59740,85360,127540,154420,,
11,DC,District of Columbia,19-2012,Physicists,detailed,420,3.1,0.626,5.51,62.34,129670,2.8,44.17,53.21,56.88,76.29,76.3,91880,110670,118310,158690,158700,,
11,DC,District of Columbia,19-2021,Atmospheric and Space Scientists,detailed,60,41.6,0.092,1.23,44.97,93550,12.8,13.76,32.23,43.66,61.04,74.96,28610,67040,90810,126950,155920,,
11,DC,District of Columbia,19-2031,Chemists,detailed,280,6.6,0.415,0.68,56.54,117610,3.5,33.7,48.04,56.77,67.08,76.3,70090,99920,118070,139520,158690,,
11,DC,District of Columbia,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1570,5.1,2.325,3.67,51.83,107800,4.2,29.09,38.88,51.6,65.35,74.86,60510,80870,107330,135930,155700,,
11,DC,District of Columbia,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,**,**,**,**,60.25,125320,2.7,42.32,49.48,56.76,76.29,79.47,88020,102930,118070,158690,165300,,
11,DC,District of Columbia,19-2099,"Physical Scientists, All Other",detailed,550,0,0.815,5.32,59.7,124170,3.4,39.17,49.48,63.49,74.85,76.3,81460,102920,132070,155700,158700,,
11,DC,District of Columbia,19-3011,Economists,detailed,7300,7.7,10.801,78,59.27,123290,2.5,29.86,40.53,54.44,71.56,#,62100,84300,113230,148840,#,,
11,DC,District of Columbia,19-3022,Survey Researchers,detailed,590,21.1,0.875,8.84,38.35,79770,6,16.34,23.95,35.31,45.99,66.41,33990,49810,73440,95650,138130,,
11,DC,District of Columbia,19-3031,"Clinical, Counseling, and School Psychologists",detailed,380,10.8,0.56,0.73,43.6,90690,4.8,19.18,29.94,41.69,52.87,79.35,39900,62280,86720,109970,165040,,
11,DC,District of Columbia,19-3039,"Psychologists, All Other",detailed,200,7.5,0.293,3.26,43.79,91090,3.2,19.81,36.72,46.58,52.4,60.81,41190,76380,96880,108980,126490,,
11,DC,District of Columbia,19-3041,Sociologists,detailed,150,38.2,0.226,11.91,48.24,100350,6.6,27.41,32.3,38.35,59.96,82.2,57000,67180,79760,124710,170970,,
11,DC,District of Columbia,19-3051,Urban and Regional Planners,detailed,200,12.7,0.296,1.15,44.95,93500,4.1,26.85,33.54,45.12,56.72,63.64,55850,69770,93850,117970,132360,,
11,DC,District of Columbia,19-3091,Anthropologists and Archeologists,detailed,**,**,**,**,44.51,92570,2.2,22.51,34.73,43.67,55.31,61.91,46810,72240,90830,115040,128770,,
11,DC,District of Columbia,19-3093,Historians,detailed,230,31,0.334,15.3,47.84,99500,2,33.69,40.4,48.03,55.51,63.64,70080,84030,99910,115460,132370,,
11,DC,District of Columbia,19-3094,Political Scientists,detailed,1340,18.2,1.983,69.92,53.06,110360,3.1,27.3,36.82,53.31,67.54,78.07,56770,76590,110890,140480,162380,,
11,DC,District of Columbia,19-3099,"Social Scientists and Related Workers, All Other",detailed,3330,11.5,4.929,19.89,48.66,101220,3.4,30.64,38.3,45.28,56.76,72.2,63730,79660,94190,118060,150170,,
11,DC,District of Columbia,19-4021,Biological Technicians,detailed,290,16.2,0.429,0.81,22.2,46170,2.7,14.72,17.24,22.08,27.22,29.81,30620,35870,45930,56610,62000,,
11,DC,District of Columbia,19-4031,Chemical Technicians,detailed,80,18.8,0.116,0.25,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,19-4061,Social Science Research Assistants,detailed,3410,9.1,5.041,24.78,22.22,46220,5,13.17,16.68,20.95,26.22,30.65,27400,34690,43570,54530,63750,,
11,DC,District of Columbia,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,80,35.1,0.117,0.47,36.1,75080,2.7,26.38,29.64,37.78,42.45,45.7,54880,61650,78580,88300,95070,,
11,DC,District of Columbia,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,310,10.1,0.451,0.86,31.29,65080,1.9,19.11,23.96,27.08,34.77,52.92,39740,49840,56320,72330,110080,,
11,DC,District of Columbia,21-0000,Community and Social Service Occupations,major,11250,5,16.639,1.16,26.73,55590,2.1,13.75,18.12,24.82,33.62,42.95,28610,37680,51620,69930,89340,,
11,DC,District of Columbia,21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,150,19.5,0.222,0.35,24.51,50980,5,15.79,17.67,22.16,28.95,35.02,32850,36760,46090,60220,72830,,
11,DC,District of Columbia,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,1290,8.4,1.913,1.04,30.37,63160,4.1,19.87,23.6,28.54,36.46,45.31,41340,49090,59370,75840,94240,,
11,DC,District of Columbia,21-1014,Mental Health Counselors,detailed,1030,15.8,1.526,1.64,21.1,43880,6.8,9.62,13.48,20.27,28.1,33.98,20000,28030,42150,58440,70680,,
11,DC,District of Columbia,21-1015,Rehabilitation Counselors,detailed,650,24.9,0.956,1.3,20.69,43040,12,12.53,13.75,19.27,27.7,31.82,26070,28600,40090,57620,66180,,
11,DC,District of Columbia,21-1019,"Counselors, All Other",detailed,110,32.7,0.157,0.82,21.4,44510,4.2,15.3,17.73,20.93,23.68,29.38,31820,36880,43540,49260,61120,,
11,DC,District of Columbia,21-1021,"Child, Family, and School Social Workers",detailed,2050,12.4,3.036,1.42,29.2,60730,5.7,17.01,22.5,28.32,36.21,42.95,35390,46790,58910,75310,89340,,
11,DC,District of Columbia,21-1022,Healthcare Social Workers,detailed,620,11.1,0.918,0.81,32.43,67450,3.7,19.96,25.59,30.78,37.34,48.65,41510,53230,64020,77670,101200,,
11,DC,District of Columbia,21-1023,Mental Health and Substance Abuse Social Workers,detailed,350,19.9,0.515,0.65,24.74,51450,3.1,16.53,19.16,22.89,29.15,37.21,34370,39860,47620,60640,77390,,
11,DC,District of Columbia,21-1029,"Social Workers, All Other",detailed,300,10.9,0.442,1.02,34.11,70940,5.6,17.75,30.01,35.96,41.61,45.28,36910,62410,74810,86560,94190,,
11,DC,District of Columbia,21-1091,Health Educators,detailed,750,11.1,1.103,2.64,39.44,82040,1.5,20.33,26.9,40.18,49.18,60.19,42280,55940,83570,102300,125200,,
11,DC,District of Columbia,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,80,29.2,0.121,0.19,30.35,63130,13.9,20.39,22.74,32.78,36.25,38.57,42420,47300,68180,75410,80220,,
11,DC,District of Columbia,21-1093,Social and Human Service Assistants,detailed,1940,13.1,2.866,1.1,18.49,38460,2.6,12.6,14.26,17.48,21.41,26.16,26210,29660,36360,44520,54410,,
11,DC,District of Columbia,21-1094,Community Health Workers,detailed,800,19.7,1.179,3.38,31.73,65990,4.3,16.7,21.06,29.4,39.08,48.53,34730,43810,61150,81290,100950,,
11,DC,District of Columbia,21-1099,"Community and Social Service Specialists, All Other",detailed,600,16,0.89,1.3,22.87,47560,7,14.3,17.47,21.53,26.91,35.95,29750,36330,44790,55970,74770,,
11,DC,District of Columbia,21-2011,Clergy,detailed,260,47.3,0.377,1.08,28.34,58940,3.4,15.99,17.98,30.08,35.74,42.11,33260,37390,62560,74340,87590,,
