AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,DC,District of Columbia,11-9033,"Education Administrators, Postsecondary",detailed,1490,2.1,2.087,2.11,56.58,117680,5.2,25.57,32.45,44.42,67.78,#,53190,67500,92400,140980,#,,
11,DC,District of Columbia,11-9039,"Education Administrators, All Other",detailed,940,4.6,1.322,4.67,50.83,105730,5.1,25.99,37.73,52.19,60.73,73.44,54060,78470,108550,126310,152760,,
11,DC,District of Columbia,11-9041,Architectural and Engineering Managers,detailed,1360,3.3,1.904,1.46,73.14,152130,2.6,59.39,66.1,71.62,78.94,87.09,123540,137490,148960,164200,181150,,
11,DC,District of Columbia,11-9051,Food Service Managers,detailed,1600,17.1,2.251,1.49,34.13,70980,3.3,25.1,27.42,31.77,37.73,48.61,52210,57030,66080,78480,101110,,
11,DC,District of Columbia,11-9081,Lodging Managers,detailed,150,9.9,0.215,0.84,57.43,119460,9.7,27.51,31.7,47.27,69.36,#,57210,65940,98320,144280,#,,
11,DC,District of Columbia,11-9111,Medical and Health Services Managers,detailed,1580,2.1,2.222,0.86,70.08,145760,4.7,40.02,49.69,61.52,78.95,#,83240,103360,127960,164210,#,,
11,DC,District of Columbia,11-9121,Natural Sciences Managers,detailed,1200,5.2,1.679,4.03,63.61,132310,4.9,36.6,52.83,64.28,77.76,79.34,76120,109890,133700,161740,165030,,
11,DC,District of Columbia,11-9141,"Property, Real Estate, and Community Association Managers",detailed,1770,10,2.486,1.78,39.87,82940,4,21.03,25.76,33.06,48.5,67.91,43750,53580,68770,100890,141250,,
11,DC,District of Columbia,11-9151,Social and Community Service Managers,detailed,830,12,1.171,1.13,48.73,101360,4.7,27.76,34.3,43.36,58.52,80.17,57740,71350,90190,121720,166750,,
11,DC,District of Columbia,11-9161,Emergency Management Directors,detailed,210,0.9,0.3,4.55,57.6,119820,5,29.99,37.11,64.81,75.6,78.95,62390,77200,134790,157260,164210,,
11,DC,District of Columbia,11-9199,"Managers, All Other",detailed,19910,1,27.944,8.74,70.89,147460,3.2,52.83,59.64,67.94,77.77,88.94,109890,124050,141320,161750,184980,,
11,DC,District of Columbia,13-0000,Business and Financial Operations Occupations,major,104720,1.2,147.008,2.76,47.43,98650,3.6,26.26,33.71,44.99,56.85,73.44,54620,70110,93580,118250,152760,,
11,DC,District of Columbia,13-1020,Buyers and Purchasing Agents,detailed,2290,3,3.213,1.14,47.38,98560,3.6,26.46,38.24,47.88,56.99,65.38,55040,79540,99580,118540,135980,,
11,DC,District of Columbia,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,800,11.8,1.128,0.57,35.68,74210,6.2,19.48,25.6,33.24,45.74,53.37,40520,53240,69140,95130,111010,,
11,DC,District of Columbia,13-1041,Compliance Officers,detailed,4260,3.3,5.973,2.87,44.83,93240,2.1,27.04,33.66,44.01,52.7,61.61,56230,70000,91550,109630,128160,,
11,DC,District of Columbia,13-1051,Cost Estimators,detailed,400,16.5,0.558,0.38,45.14,93880,5.2,23.03,32.13,45.41,57.77,65.09,47910,66840,94440,120160,135390,,
11,DC,District of Columbia,13-1071,Human Resources Specialists,detailed,7270,3.4,10.211,2.49,45.13,93880,5.7,25.56,32.7,44.43,56.92,66.11,53160,68020,92420,118400,137500,,
11,DC,District of Columbia,13-1075,Labor Relations Specialists,detailed,490,27.2,0.683,1.28,42.99,89420,4.9,27.61,33.6,38.98,49.44,68.36,57430,69890,81080,102840,142180,,
11,DC,District of Columbia,13-1081,Logisticians,detailed,1210,16.6,1.694,1.44,45.67,95000,7.1,23,31.64,44.26,59.34,71.62,47830,65800,92050,123430,148970,,
11,DC,District of Columbia,13-1111,Management Analysts,detailed,18410,3.3,25.841,5.46,51.06,106210,2.2,32.7,39.21,49.67,58.33,73.54,68020,81550,103300,121320,152960,,
11,DC,District of Columbia,13-1121,"Meeting, Convention, and Event Planners",detailed,2510,7.2,3.529,4.64,32.68,67970,2,17.5,24.33,31.29,39.89,48.34,36400,50610,65090,82960,100550,,
11,DC,District of Columbia,13-1131,Fundraisers,detailed,2580,5.7,3.618,6.92,38.92,80960,2.6,22.11,27.41,36.16,47.68,60.5,46000,57010,75220,99170,125840,,
11,DC,District of Columbia,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,540,7.8,0.757,1.31,42.5,88400,2.4,26.67,32.42,40.04,49.56,62.91,55480,67440,83280,103080,130840,,
11,DC,District of Columbia,13-1151,Training and Development Specialists,detailed,1890,6.5,2.646,1.31,36.87,76690,2.8,20.11,25.82,33.85,45.04,57.39,41830,53710,70400,93690,119380,,
11,DC,District of Columbia,13-1161,Market Research Analysts and Marketing Specialists,detailed,6930,5.1,9.727,2.21,38.35,79770,1.6,21.07,26.03,34.32,46.91,62.7,43830,54150,71380,97560,130420,,
11,DC,District of Columbia,13-1199,"Business Operations Specialists, All Other",detailed,32500,1.4,45.625,6.23,49.39,102730,3.8,27.88,35.15,46.62,58.77,79.26,57990,73110,96970,122240,164860,,
11,DC,District of Columbia,13-2011,Accountants and Auditors,detailed,10590,3.8,14.867,1.71,47.18,98130,1.9,26.55,32.79,44.18,58.61,70.75,55230,68200,91890,121910,147170,,
11,DC,District of Columbia,13-2021,Appraisers and Assessors of Real Estate,detailed,170,43.9,0.24,0.6,45.06,93730,1.8,29.31,39.29,46.33,52.66,58.61,60950,81710,96360,109530,121900,,
11,DC,District of Columbia,13-2031,Budget Analysts,detailed,1860,3.7,2.604,7.14,48.32,100510,2.4,32.7,40.52,48.18,54.4,60.61,68020,84270,100210,113150,126060,,
11,DC,District of Columbia,13-2041,Credit Analysts,detailed,250,20.8,0.348,0.67,52.13,108420,5.7,31.6,37.31,51.32,65.62,77.44,65730,77610,106750,136480,161070,,
11,DC,District of Columbia,13-2051,Financial Analysts,detailed,3850,6.1,5.403,2.55,49.28,102510,2.6,27.68,34.38,43.94,59.87,77.71,57570,71500,91390,124520,161630,,
11,DC,District of Columbia,13-2052,Personal Financial Advisors,detailed,870,16.8,1.226,0.89,76.19,158460,9.6,25.32,34.25,65.7,#,#,52670,71230,136660,#,#,,
11,DC,District of Columbia,13-2053,Insurance Underwriters,detailed,60,13.9,0.077,0.12,41.83,87010,2.6,25.86,29.93,38.66,54.6,61.95,53800,62260,80410,113570,128850,,
11,DC,District of Columbia,13-2061,Financial Examiners,detailed,610,2.9,0.86,2.12,75.89,157860,11,35.55,50.98,74.18,98.45,#,73940,106040,154300,204780,#,,
11,DC,District of Columbia,13-2071,Credit Counselors,detailed,140,5,0.194,0.79,37.35,77690,5.1,21.72,25.01,31.51,45.75,57.13,45170,52010,65550,95160,118830,,
11,DC,District of Columbia,13-2072,Loan Officers,detailed,470,16.4,0.661,0.31,45.67,95000,6.5,22.11,27.58,35.98,54.14,85.68,45980,57370,74840,112600,178220,,
11,DC,District of Columbia,13-2082,Tax Preparers,detailed,250,29.1,0.345,0.73,46.67,97070,26.6,13,17.25,24.29,70.26,#,27040,35890,50520,146140,#,,
11,DC,District of Columbia,13-2099,"Financial Specialists, All Other",detailed,3070,3.1,4.311,4.85,51.81,107760,2.8,30.64,39.2,49.66,59.05,78.94,63740,81540,103300,122830,164200,,
11,DC,District of Columbia,15-0000,Computer and Mathematical Occupations,major,42120,5.8,59.123,1.95,52.21,108600,2.6,28.92,38.3,51.82,64.28,76.59,60150,79660,107780,133700,159310,,
11,DC,District of Columbia,15-1111,Computer and Information Research Scientists,detailed,480,11.8,0.671,3.23,61.49,127900,2.5,37.09,47.27,60.71,75.18,87.93,77140,98320,126280,156370,182900,,
11,DC,District of Columbia,15-1121,Computer Systems Analysts,detailed,3630,9.7,5.099,1.26,51.34,106790,1.6,31.93,39.68,50.47,62.42,75.41,66420,82540,104990,129830,156860,,
11,DC,District of Columbia,15-1122,Information Security Analysts,detailed,1660,16.3,2.334,3.13,56.77,118080,4.7,30.45,40.13,56.66,71.99,85.82,63340,83470,117850,149750,178510,,
11,DC,District of Columbia,15-1131,Computer Programmers,detailed,1090,32.9,1.533,0.96,50.58,105200,2.8,33.5,41.08,51.03,60.33,70.54,69680,85440,106150,125490,146720,,
11,DC,District of Columbia,15-1132,"Software Developers, Applications",detailed,2520,10.2,3.543,0.57,54.09,112510,1.3,35.42,44.29,54.69,63.33,74.8,73660,92120,113750,131720,155590,,
11,DC,District of Columbia,15-1133,"Software Developers, Systems Software",detailed,2690,12.2,3.783,1.35,55.58,115610,2.3,34.05,43.25,55.53,68.19,78.15,70830,89950,115500,141820,162540,,
11,DC,District of Columbia,15-1134,Web Developers,detailed,1220,10.1,1.709,1.94,41.98,87320,1.6,25.92,31.71,41.62,51.41,61.02,53920,65960,86580,106930,126920,,
11,DC,District of Columbia,15-1141,Database Administrators,detailed,850,10,1.192,1.57,46.01,95710,2,27.97,34.15,44.28,57.58,69.78,58180,71030,92100,119770,145140,,
11,DC,District of Columbia,15-1142,Network and Computer Systems Administrators,detailed,1960,9.7,2.758,1.09,48.04,99920,1.4,32.41,38.59,46.92,57.14,66.11,67410,80270,97600,118860,137510,,
11,DC,District of Columbia,15-1143,Computer Network Architects,detailed,1010,11.4,1.424,1.35,59.23,123200,1.9,38,46.59,59.42,72.59,80.85,79030,96900,123590,150980,168160,,
11,DC,District of Columbia,15-1151,Computer User Support Specialists,detailed,4110,10,5.771,1.32,34.14,71020,2.1,21.74,25.99,31.92,40.31,49.78,45220,54050,66390,83830,103530,,
11,DC,District of Columbia,15-1152,Computer Network Support Specialists,detailed,460,20.7,0.647,0.52,42.64,88700,2.6,27.84,33.63,40.45,50.02,62.74,57900,69950,84130,104030,130490,,
11,DC,District of Columbia,15-1199,"Computer Occupations, All Other",detailed,18040,6.1,25.331,9.61,56.51,117540,2.6,32.19,43.13,57.12,68.84,79.82,66950,89710,118800,143200,166030,,
11,DC,District of Columbia,15-2011,Actuaries,detailed,150,9.1,0.214,1.49,62.28,129540,3.1,45.62,52.83,60.61,71.62,78.95,94890,109890,126060,148960,164210,,
11,DC,District of Columbia,15-2021,Mathematicians,detailed,50,4.8,0.076,4.28,64.36,133870,5.7,45.24,52.63,60.71,78.94,82.23,94100,109470,126280,164200,171030,,
11,DC,District of Columbia,15-2031,Operations Research Analysts,detailed,870,5.2,1.215,1.69,52.6,109400,6.8,27.83,37.79,52.84,66.11,78.94,57880,78610,109910,137500,164200,,
11,DC,District of Columbia,15-2041,Statisticians,detailed,1240,5.8,1.744,6.32,50.15,104310,4.8,28.24,38.12,51.28,60.61,70.64,58750,79290,106670,126060,146940,,
11,DC,District of Columbia,17-0000,Architecture and Engineering Occupations,major,11930,4.9,16.75,0.95,52.98,110200,5.2,30.54,38.58,51.29,67.15,78.94,63520,80240,106670,139680,164200,,
11,DC,District of Columbia,17-1011,"Architects, Except Landscape and Naval",detailed,1900,8.7,2.665,3.7,48.45,100770,3.4,31.08,35.99,44.47,56.45,71.62,64640,74850,92490,117410,148960,,
11,DC,District of Columbia,17-1012,Landscape Architects,detailed,30,10.8,0.045,0.35,48.41,100690,2.8,39.54,44.45,48.17,55.94,59.06,82250,92450,100200,116360,122840,,
11,DC,District of Columbia,17-2011,Aerospace Engineers,detailed,310,11.6,0.433,0.98,66.58,138480,2,45.67,57.46,69.79,77.77,81.62,94990,119520,145160,161750,169760,,
11,DC,District of Columbia,17-2031,Biomedical Engineers,detailed,50,14.8,0.076,0.58,38.62,80320,5.3,22.88,28.89,37.41,46.62,56.17,47590,60080,77810,96980,116830,,
11,DC,District of Columbia,17-2041,Chemical Engineers,detailed,80,3,0.113,0.51,56.48,117470,2.6,36.42,48.18,60.6,62.44,71.62,75740,100210,126050,129870,148960,,
11,DC,District of Columbia,17-2051,Civil Engineers,detailed,1110,14.3,1.552,0.73,47.99,99820,2.7,30.81,36.25,45.98,57.5,71.84,64080,75410,95630,119600,149420,,
11,DC,District of Columbia,17-2061,Computer Hardware Engineers,detailed,380,19.1,0.531,1.26,60.95,126770,3.1,37.24,45.54,60.71,77.57,89.43,77450,94720,126280,161350,186010,,
11,DC,District of Columbia,17-2071,Electrical Engineers,detailed,530,13.1,0.741,0.57,56.73,118000,2.2,38.26,45.79,55.56,64.37,78.94,79590,95250,115560,133880,164200,,
11,DC,District of Columbia,17-2072,"Electronics Engineers, Except Computer",detailed,480,0.4,0.673,0.73,62.8,130630,2.5,45.82,54.22,60.71,78.94,78.95,95300,112790,126280,164200,164210,,
11,DC,District of Columbia,17-2081,Environmental Engineers,detailed,330,17.1,0.457,1.25,48.11,100060,2.5,32.7,40.44,48.25,55.95,60.61,68030,84110,100360,116380,126060,,
11,DC,District of Columbia,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,160,19.5,0.228,1.26,57.16,118890,3.4,37.29,45.84,55.64,68.77,82.17,77570,95340,115720,143040,170920,,
11,DC,District of Columbia,17-2112,Industrial Engineers,detailed,150,27.6,0.211,0.11,42.49,88380,1.7,32.21,35.43,40.58,48.93,57.5,67000,73700,84410,101770,119600,,
11,DC,District of Columbia,17-2121,Marine Engineers and Naval Architects,detailed,**,**,**,**,56.77,118090,6.8,33.73,43.05,57.73,71.62,78.95,70160,89530,120080,148960,164210,,
11,DC,District of Columbia,17-2141,Mechanical Engineers,detailed,620,10.7,0.869,0.41,54.22,112780,3.3,33.39,43.27,55.02,63.75,78.94,69450,89990,114450,132610,164200,,
11,DC,District of Columbia,17-2161,Nuclear Engineers,detailed,100,0.7,0.144,1.3,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,17-2199,"Engineers, All Other",detailed,2640,0.8,3.702,3.77,63.72,132530,2.6,39.21,55.29,67.94,78.36,79.42,81550,114990,141320,162990,165180,,
11,DC,District of Columbia,17-3011,Architectural and Civil Drafters,detailed,780,21.9,1.101,1.63,32.85,68330,4.7,20.64,25.28,31.3,39.8,47,42930,52580,65100,82780,97770,,
11,DC,District of Columbia,17-3012,Electrical and Electronics Drafters,detailed,180,27.4,0.254,1.47,42.25,87870,5.8,23.56,34.67,43.43,52.01,58.95,49000,72100,90340,108190,122610,,
11,DC,District of Columbia,17-3013,Mechanical Drafters,detailed,60,36.8,0.078,0.2,24.28,50500,5.9,16.59,18.54,21.65,24.85,38.44,34510,38570,45030,51680,79940,,
11,DC,District of Columbia,17-3023,Electrical and Electronics Engineering Technicians,detailed,420,15.2,0.595,0.68,40.06,83330,3.3,32.12,33.97,38.48,46.09,51.55,66800,70660,80040,95870,107220,,
11,DC,District of Columbia,17-3027,Mechanical Engineering Technicians,detailed,**,**,**,**,26.83,55820,13.1,17.64,21.01,24.02,30.55,42.72,36680,43690,49950,63550,88860,,
11,DC,District of Columbia,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,290,2.4,0.407,0.71,44.52,92600,3.4,33.34,39.21,45.73,50.96,52.83,69350,81550,95130,106000,109890,,
11,DC,District of Columbia,19-0000,"Life, Physical, and Social Science Occupations",major,22960,2.4,32.228,3.98,52.97,110170,4,23.82,34.14,50.71,67.49,78.95,49540,71000,105470,140380,164210,,
11,DC,District of Columbia,19-1012,Food Scientists and Technologists,detailed,**,**,**,**,46.91,97570,2.6,31.22,36.53,46.71,58.26,63.3,64940,75980,97160,121180,131670,,
11,DC,District of Columbia,19-1013,Soil and Plant Scientists,detailed,50,0,0.075,0.72,42.71,88840,2.3,27.94,31.55,39.25,47.05,71.29,58110,65620,81650,97850,148280,,
11,DC,District of Columbia,19-1022,Microbiologists,detailed,50,31.4,0.066,0.47,45.49,94630,26.2,14.25,22.56,48.18,62.43,77.76,29640,46920,100210,129860,161750,,
11,DC,District of Columbia,19-1023,Zoologists and Wildlife Biologists,detailed,90,7.4,0.123,0.99,52.6,109420,7.2,33.85,42.37,51.28,62.43,78.94,70410,88130,106660,129860,164200,,
11,DC,District of Columbia,19-1029,"Biological Scientists, All Other",detailed,520,3.4,0.728,2.47,50.22,104460,4.8,21.98,28.84,40.71,65.89,89.37,45710,59980,84670,137050,185880,,
11,DC,District of Columbia,19-1031,Conservation Scientists,detailed,310,40.8,0.433,2.82,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,19-1032,Foresters,detailed,30,10.5,0.048,0.83,41.73,86790,6.8,23.03,27.44,38.59,47.14,91.15,47900,57070,80260,98050,189580,,
11,DC,District of Columbia,19-1041,Epidemiologists,detailed,40,2.2,0.053,1.09,51.32,106740,5,32.02,38.68,46.87,53.37,63.47,66600,80440,97490,111020,132030,,
11,DC,District of Columbia,19-1042,"Medical Scientists, Except Epidemiologists",detailed,580,8.1,0.815,0.98,50.14,104280,5.8,20.66,25.95,40.84,66.11,87.36,42970,53970,84940,137500,181710,,
11,DC,District of Columbia,19-2011,Astronomers,detailed,70,1.9,0.092,6.18,59.44,123640,5.1,40.52,45.74,60.61,78.94,78.95,84280,95140,126060,164200,164210,,
11,DC,District of Columbia,19-2012,Physicists,detailed,670,11.4,0.934,7.67,69.38,144300,4,50.36,59.86,70.62,78.95,90.77,104750,124510,146890,164210,188800,,
11,DC,District of Columbia,19-2021,Atmospheric and Space Scientists,detailed,40,31.4,0.051,0.79,66.36,138020,7.6,24.97,42.7,66.1,79.82,#,51950,88820,137500,166040,#,,
11,DC,District of Columbia,19-2031,Chemists,detailed,260,1.7,0.363,0.62,58.16,120980,2.5,35.98,48.17,59.96,70.37,78.94,74850,100200,124710,146360,164200,,
11,DC,District of Columbia,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1600,15.9,2.245,4.04,55.38,115190,5.3,29.86,46.34,56.93,67.94,78.69,62100,96400,118400,141320,163670,,
11,DC,District of Columbia,19-2099,"Physical Scientists, All Other",detailed,700,4.9,0.989,8.23,64.47,134100,2.6,39.29,52.36,66.55,78.94,80.26,81720,108920,138410,164200,166940,,
11,DC,District of Columbia,19-3011,Economists,detailed,6380,8,8.951,69.45,64.55,134260,2.5,32.71,43.86,59.1,77.77,#,68030,91230,122930,161750,#,,
11,DC,District of Columbia,19-3022,Survey Researchers,detailed,180,22.7,0.246,3.05,35.43,73690,9,12.69,22.18,28.48,48.5,61.38,26400,46140,59240,100870,127680,,
11,DC,District of Columbia,19-3031,"Clinical, Counseling, and School Psychologists",detailed,710,9.7,0.999,1.31,45.92,95500,7.3,26.09,30.67,40.76,53.12,80.74,54270,63800,84780,110500,167950,,
11,DC,District of Columbia,19-3039,"Psychologists, All Other",detailed,200,16.9,0.287,3.08,45.86,95380,6.9,15.39,29.54,46.62,55.5,62.06,32000,61440,96980,115440,129080,,
11,DC,District of Columbia,19-3051,Urban and Regional Planners,detailed,230,14,0.327,1.25,52.93,110100,3.4,30.17,43.15,52.36,61.56,71.61,62750,89760,108910,128040,148960,,
11,DC,District of Columbia,19-3091,Anthropologists and Archeologists,detailed,50,2.2,0.067,1.61,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,19-3093,Historians,detailed,210,0.4,0.297,14.13,51.65,107440,2.7,35.98,44.44,51.29,59.06,66.11,74840,92430,106680,122840,137500,,
11,DC,District of Columbia,19-3094,Political Scientists,detailed,3220,8.2,4.522,115.55,57.99,120610,3.3,35.14,48.18,59.2,71.61,78.94,73100,100210,123130,148950,164200,,
11,DC,District of Columbia,19-3099,"Social Scientists and Related Workers, All Other",detailed,2690,3.2,3.776,15.38,49.19,102300,2.1,32.18,40.35,48.17,57.5,68.47,66940,83920,100190,119600,142410,,
11,DC,District of Columbia,19-4021,Biological Technicians,detailed,340,3.1,0.473,0.88,24.32,50580,1.8,15.02,17.84,25,29.25,33.75,31240,37110,52000,60850,70200,,
11,DC,District of Columbia,19-4031,Chemical Technicians,detailed,40,12,0.057,0.13,24.55,51060,5.5,14.79,17.88,23.57,29.55,37.2,30760,37190,49030,61450,77370,,
11,DC,District of Columbia,19-4061,Social Science Research Assistants,detailed,2900,8.9,4.067,17.04,31.45,65410,3.9,17.67,21.29,26.38,36,49.65,36740,44280,54870,74870,103280,,
11,DC,District of Columbia,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,150,1.6,0.212,0.94,30.95,64370,6.5,18.9,22.62,29.18,37.44,46.33,39310,47050,60690,77880,96370,,
11,DC,District of Columbia,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,260,15.4,0.371,0.82,29.33,61000,2.1,21.05,23.34,27.04,31.68,41.87,43780,48540,56230,65880,87100,,
11,DC,District of Columbia,21-0000,Community and Social Service Occupations,major,11730,5.1,16.464,1.1,29.74,61860,3.3,15.62,20.51,28.03,37.36,46.52,32500,42650,58290,77700,96760,,
11,DC,District of Columbia,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,1740,6.3,2.437,1.24,32.24,67050,4,18.43,23.73,31.02,38.21,48.33,38330,49370,64520,79480,100520,,
11,DC,District of Columbia,21-1013,Marriage and Family Therapists,detailed,50,36.7,0.063,0.19,23.92,49750,9.2,12.69,12.7,22.95,32.04,36.82,26390,26410,47740,66650,76580,,
11,DC,District of Columbia,21-1015,Rehabilitation Counselors,detailed,760,11.3,1.07,1.45,23.75,49400,7.6,13.61,15.34,20.04,30.62,38.26,28320,31910,41690,63690,79590,,
11,DC,District of Columbia,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,650,10.8,0.917,0.5,28.78,59850,6.9,14.15,18.91,28.48,35.87,41.8,29430,39330,59240,74620,86940,,
11,DC,District of Columbia,21-1019,"Counselors, All Other",detailed,300,9.6,0.419,2.29,22.75,47320,3.7,15.37,17.61,21.26,24.87,33.77,31980,36620,44220,51730,70240,,
11,DC,District of Columbia,21-1021,"Child, Family, and School Social Workers",detailed,2080,6.9,2.916,1.32,33.78,70270,3.6,23.04,27.56,32.88,40.56,46.34,47920,57330,68400,84370,96380,,
11,DC,District of Columbia,21-1022,Healthcare Social Workers,detailed,450,5.5,0.63,0.54,34.66,72090,2.9,21.43,25.99,34.24,41.5,48.82,44570,54070,71220,86310,101550,,
11,DC,District of Columbia,21-1023,Mental Health and Substance Abuse Social Workers,detailed,470,34.4,0.658,0.82,33.51,69690,5.4,20.03,23.86,34.19,41.47,46.98,41650,49630,71110,86260,97720,,
11,DC,District of Columbia,21-1029,"Social Workers, All Other",detailed,170,2.6,0.243,0.61,39.86,82900,3.8,32.41,34.89,39.73,45.73,48.36,67420,72580,82630,95130,100580,,
11,DC,District of Columbia,21-1091,Health Educators,detailed,630,4.6,0.887,2.18,42.34,88060,3.3,22.79,31.31,42.27,51.29,62.44,47410,65120,87930,106680,129870,,
11,DC,District of Columbia,21-1093,Social and Human Service Assistants,detailed,1970,14.8,2.769,1.02,21.8,45340,3.5,14.3,16.74,20.79,24.43,30.47,29740,34820,43250,50820,63380,,
11,DC,District of Columbia,21-1094,Community Health Workers,detailed,810,17.2,1.138,2.93,29.7,61770,3.1,18.01,21.64,27.32,35.52,46.56,37460,45000,56820,73870,96850,,
11,DC,District of Columbia,21-1099,"Community and Social Service Specialists, All Other",detailed,790,18.1,1.115,1.64,27.05,56270,7,16.54,19.44,23.73,31.18,41.31,34410,40430,49360,64860,85930,,
11,DC,District of Columbia,21-2011,Clergy,detailed,140,18.7,0.196,0.56,29.57,61500,4.9,12.69,16.94,27.4,41.2,50.64,26390,35230,56990,85690,105340,,
11,DC,District of Columbia,21-2021,"Directors, Religious Activities and Education",detailed,290,26.1,0.404,2.69,37.08,77120,9.5,15.99,22.51,37.38,48.34,58.31,33260,46820,77760,100540,121280,,
11,DC,District of Columbia,21-2099,"Religious Workers, All Other",detailed,370,39,0.523,8.94,20.5,42650,17.7,12.69,12.7,16.73,24.78,36.39,26400,26410,34810,51540,75680,,
11,DC,District of Columbia,23-0000,Legal Occupations,major,40010,1.5,56.164,7.21,81.4,169310,3.9,32.38,48.62,75.61,#,#,67360,101140,157260,#,#,,
11,DC,District of Columbia,23-1011,Lawyers,detailed,31680,1.8,44.473,10.01,92.56,192530,5.5,46.63,66.96,78.95,#,#,96980,139280,164210,#,#,,
