AREA,ST,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,DC,District of Columbia,11-9161,Emergency Management Directors,detailed,200,3.1,0.289,4.3,57.85,120330,7.8,30.94,38.24,63.35,73.9,77.84,64350,79530,131760,153720,161900,,
11,DC,District of Columbia,11-9199,"Managers, All Other",detailed,20010,1.5,28.256,9.36,68.48,142440,3.8,50.89,57.45,65.37,76.02,83.35,105850,119490,135970,158120,173370,,
11,DC,District of Columbia,13-0000,Business and Financial Operations Occupations,major,104090,1,146.971,2.8,46.7,97130,1.1,26.11,33.21,44.67,55.66,71.97,54300,69070,92910,115770,149690,,
11,DC,District of Columbia,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,190,34.3,0.264,2.43,55.84,116140,24.2,25.56,30.94,38.42,71.19,#,53170,64360,79920,148080,#,,
11,DC,District of Columbia,13-1020,Buyers and Purchasing Agents,detailed,2710,2.3,3.826,1.32,45.49,94620,3,26.08,35.81,45.28,55.22,61.94,54250,74490,94170,114850,128840,,
11,DC,District of Columbia,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,770,11.9,1.093,0.55,35.44,73720,5.5,20.17,26.02,33.55,44.72,51.85,41940,54110,69780,93010,107850,,
11,DC,District of Columbia,13-1041,Compliance Officers,detailed,4580,3.4,6.471,3.21,43.33,90130,2,26.42,32.34,42.18,50.49,60.02,54950,67260,87740,105030,124840,,
11,DC,District of Columbia,13-1051,Cost Estimators,detailed,470,24.5,0.66,0.45,43.06,89570,6.3,22.01,29.3,42.75,56.1,63.57,45770,60930,88930,116680,132230,,
11,DC,District of Columbia,13-1071,Human Resources Specialists,detailed,7470,2.9,10.543,2.71,44.69,92950,5.1,25.34,32.19,44.72,55.66,64.63,52710,66960,93010,115770,134430,,
11,DC,District of Columbia,13-1075,Labor Relations Specialists,detailed,480,36.6,0.671,1.22,45.39,94410,6.4,26.93,33.06,41.27,56.8,71.23,56010,68760,85840,118150,148160,,
11,DC,District of Columbia,13-1081,Logisticians,detailed,1300,11.2,1.83,1.63,50.92,105920,1.7,29.22,38.38,50.77,63.54,74.44,60780,79820,105610,132160,154830,,
11,DC,District of Columbia,13-1111,Management Analysts,detailed,19420,3.3,27.427,5.93,50.08,104170,2.6,31.3,38.32,47.95,56.8,71.8,65110,79710,99740,118150,149340,,
11,DC,District of Columbia,13-1121,"Meeting, Convention, and Event Planners",detailed,2630,6.5,3.717,5.17,32.27,67110,2.2,17.39,23.98,31.03,39.16,48.11,36170,49880,64540,81450,100070,,
11,DC,District of Columbia,13-1131,Fundraisers,detailed,2420,8.8,3.416,6.68,38.08,79200,2.5,21.53,26.92,35.72,46.51,59.43,44780,55990,74300,96740,123620,,
11,DC,District of Columbia,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,550,4.5,0.776,1.37,43.07,89590,2.7,26.96,32.89,39.62,49.58,62.72,56080,68410,82400,103130,130460,,
11,DC,District of Columbia,13-1151,Training and Development Specialists,detailed,1670,5.8,2.361,1.2,38.48,80050,3.2,20.86,26.93,36.69,46.66,57.81,43380,56010,76310,97050,120230,,
11,DC,District of Columbia,13-1161,Market Research Analysts and Marketing Specialists,detailed,5960,5.1,8.412,2.01,35.5,73850,2.5,20.3,24.1,32.3,42.99,57.04,42230,50130,67190,89420,118640,,
11,DC,District of Columbia,13-1199,"Business Operations Specialists, All Other",detailed,31400,1.3,44.338,6.31,48.72,101330,3,27.32,35.09,45.58,57.72,78.85,56820,72980,94800,120060,164000,,
11,DC,District of Columbia,13-2011,Accountants and Auditors,detailed,10860,3.8,15.329,1.76,46.58,96880,4.6,26.29,32.65,43.25,57.45,70.01,54690,67910,89950,119490,145630,,
11,DC,District of Columbia,13-2021,Appraisers and Assessors of Real Estate,detailed,**,**,**,**,46.1,95890,1.7,31.75,39.39,46.79,54.28,60.98,66040,81940,97320,112900,126840,,
11,DC,District of Columbia,13-2031,Budget Analysts,detailed,2040,3.5,2.879,7.52,47.04,97840,2.2,31.97,38.97,47.1,53.18,59.25,66510,81070,97970,110610,123230,,
11,DC,District of Columbia,13-2041,Credit Analysts,detailed,250,15.5,0.357,0.68,50.76,105590,7.5,29.33,35.49,47.79,67.19,78.71,61000,73810,99410,139760,163720,,
11,DC,District of Columbia,13-2051,Financial Analysts,detailed,3360,5.8,4.744,2.3,50.41,104860,2.8,28.38,34.61,44.55,60.53,79.65,59040,71990,92670,125900,165670,,
11,DC,District of Columbia,13-2052,Personal Financial Advisors,detailed,520,18.6,0.739,0.52,65.28,135770,6.8,21.87,35.43,57.02,84.74,#,45490,73700,118600,176260,#,,
11,DC,District of Columbia,13-2053,Insurance Underwriters,detailed,30,41.4,0.047,0.07,44.76,93110,8.2,29.43,33.89,40.04,56.54,63.89,61210,70490,83290,117600,132890,,
11,DC,District of Columbia,13-2061,Financial Examiners,detailed,610,3.4,0.864,2.34,74.71,155400,9.1,37.09,49.83,74.87,95.58,#,77160,103660,155730,198800,#,,
11,DC,District of Columbia,13-2071,Credit Counselors,detailed,120,9.3,0.171,0.68,35.61,74080,6,20.79,23.92,30.14,43.44,55.78,43250,49750,62690,90340,116020,,
11,DC,District of Columbia,13-2072,Loan Officers,detailed,500,20.3,0.712,0.33,50.46,104960,8.2,22.89,29.07,48.54,65.69,81.39,47610,60450,100970,136630,169300,,
11,DC,District of Columbia,13-2082,Tax Preparers,detailed,160,40.8,0.228,0.47,51.86,107880,27.8,12.08,13.9,36.25,75.41,#,25120,28920,75390,156860,#,,
11,DC,District of Columbia,13-2099,"Financial Specialists, All Other",detailed,3050,2.4,4.308,4.88,50.26,104540,2.6,27.79,37.31,47.15,56.47,77.84,57810,77600,98070,117450,161900,,
11,DC,District of Columbia,15-0000,Computer and Mathematical Occupations,major,42910,2.5,60.584,2.03,51.34,106790,2.4,28.19,37.55,51.08,63.2,75.79,58630,78100,106240,131450,157640,,
11,DC,District of Columbia,15-1111,Computer and Information Research Scientists,detailed,450,9.9,0.639,3.26,63.45,131980,3.5,38,51.8,62.84,77.83,87.69,79040,107750,130700,161890,182400,,
11,DC,District of Columbia,15-1121,Computer Systems Analysts,detailed,4260,6.3,6.01,1.47,50.47,104970,2.1,28.71,37.4,49.58,61.42,75.24,59710,77780,103120,127750,156500,,
11,DC,District of Columbia,15-1122,Information Security Analysts,detailed,1310,8.9,1.848,2.5,58.25,121170,3,32.99,42.21,56.85,72.69,88.94,68620,87800,118250,151190,185000,,
11,DC,District of Columbia,15-1131,Computer Programmers,detailed,1200,16.5,1.693,0.97,48.91,101740,3.1,30.9,38.28,49.52,59.62,69.58,64270,79630,103010,124000,144720,,
11,DC,District of Columbia,15-1132,"Software Developers, Applications",detailed,2400,8.5,3.386,0.57,55.72,115900,1.5,38.22,47.06,56.1,64.73,75.9,79500,97890,116680,134630,157880,,
11,DC,District of Columbia,15-1133,"Software Developers, Systems Software",detailed,2710,14,3.824,1.38,53.64,111570,2.7,30.46,39.47,54.13,67.72,77.96,63360,82110,112590,140850,162150,,
11,DC,District of Columbia,15-1134,Web Developers,detailed,1260,10,1.785,2.02,41.66,86660,2.2,25.84,31.8,40.66,50.63,61.08,53750,66150,84570,105300,127060,,
11,DC,District of Columbia,15-1141,Database Administrators,detailed,960,7,1.351,1.69,46.65,97030,2.2,27.39,34.04,45.29,59.03,71.35,56960,70810,94210,122770,148420,,
11,DC,District of Columbia,15-1142,Network and Computer Systems Administrators,detailed,2450,9.5,3.465,1.32,47.12,98020,1.9,30.82,36.71,45.69,56.13,66.05,64110,76360,95030,116760,137390,,
11,DC,District of Columbia,15-1143,Computer Network Architects,detailed,1290,11.9,1.816,1.64,54.49,113330,2.6,36.04,43.07,52.32,66.97,76.89,74970,89590,108820,139300,159920,,
11,DC,District of Columbia,15-1151,Computer User Support Specialists,detailed,4530,7.3,6.4,1.49,33.43,69530,2.1,21.15,25.2,31.17,39.06,49.5,44000,52420,64840,81250,102960,,
11,DC,District of Columbia,15-1152,Computer Network Support Specialists,detailed,660,12.8,0.925,0.71,44.26,92060,2.8,26.82,32.97,42.32,54.82,68.41,55780,68570,88030,114020,142280,,
11,DC,District of Columbia,15-1199,"Computer Occupations, All Other",detailed,17020,3.6,24.036,10.85,56.09,116670,2.3,32.55,43.98,56.21,68.08,78.97,67700,91480,116920,141600,164250,,
11,DC,District of Columbia,15-2011,Actuaries,detailed,170,4.7,0.238,1.76,61.52,127960,4.3,42.16,50.14,59.25,70.02,79.32,87700,104290,123230,145640,164970,,
11,DC,District of Columbia,15-2021,Mathematicians,detailed,60,4.5,0.086,4.5,62.58,130160,4.8,43.44,50.68,59.35,77.83,81.52,90350,105420,123450,161890,169560,,
11,DC,District of Columbia,15-2031,Operations Research Analysts,detailed,840,5.9,1.18,1.59,53.67,111630,4.1,29.91,40.52,53.86,66.43,77.83,62220,84280,112020,138160,161890,,
11,DC,District of Columbia,15-2041,Statisticians,detailed,1300,6.6,1.842,7.18,51.02,106110,3.3,30.63,40.27,51.26,59.42,70.01,63700,83760,106630,123600,145630,,
11,DC,District of Columbia,17-0000,Architecture and Engineering Occupations,major,11900,3.6,16.806,0.95,52.09,108340,4.4,29.58,37.93,50.52,65.78,77.83,61530,78890,105080,136830,161900,,
11,DC,District of Columbia,17-1011,"Architects, Except Landscape and Naval",detailed,1980,16.7,2.79,3.86,42.91,89260,3,26.68,30.96,39.12,51.07,62.1,55480,64390,81360,106220,129170,,
11,DC,District of Columbia,17-1012,Landscape Architects,detailed,30,7,0.047,0.35,45.28,94180,2.5,34.69,40.88,45.58,50.13,57.72,72150,85030,94800,104270,120060,,
11,DC,District of Columbia,17-2011,Aerospace Engineers,detailed,300,11.4,0.424,0.92,64.31,133760,2.8,43.35,54.13,68.21,76.03,78.33,90180,112580,141880,158130,162930,,
11,DC,District of Columbia,17-2031,Biomedical Engineers,detailed,50,10.1,0.069,0.49,36.03,74950,4.9,21.1,23.84,34.48,44.09,55.64,43890,49580,71720,91720,115730,,
11,DC,District of Columbia,17-2041,Chemical Engineers,detailed,80,2.8,0.118,0.5,54.48,113320,3,36.72,47.34,57.73,61.03,70.01,76370,98480,120070,126950,145620,,
11,DC,District of Columbia,17-2051,Civil Engineers,detailed,1150,17.2,1.628,0.78,47.92,99680,2.6,30.7,35.87,45.44,57.3,72.09,63860,74610,94510,119170,149950,,
11,DC,District of Columbia,17-2061,Computer Hardware Engineers,detailed,440,27.3,0.619,1.32,58.86,122440,3.6,36.92,45.71,58.81,72.46,85.48,76790,95080,122330,150710,177800,,
11,DC,District of Columbia,17-2071,Electrical Engineers,detailed,510,9.5,0.722,0.56,55.92,116310,1.9,38.33,45.77,54.92,62.92,77.83,79730,95200,114240,130860,161890,,
11,DC,District of Columbia,17-2072,"Electronics Engineers, Except Computer",detailed,540,0.4,0.757,0.8,60.72,126300,2.7,42.12,51.58,59.35,76.77,77.84,87600,107290,123450,159680,161900,,
11,DC,District of Columbia,17-2081,Environmental Engineers,detailed,360,12.2,0.503,1.36,46.06,95800,2.4,29.94,37.97,46.8,54.68,59.25,62280,78970,97340,113740,123240,,
11,DC,District of Columbia,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,160,14.6,0.225,1.23,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,17-2112,Industrial Engineers,detailed,220,26.5,0.317,0.17,43.03,89510,2.1,29.82,34.07,39.03,49.52,61.63,62020,70860,81190,103000,128180,,
11,DC,District of Columbia,17-2121,Marine Engineers and Naval Architects,detailed,770,17.7,1.093,14.21,57.82,120260,4.3,34.53,44.95,58.89,71.58,77.84,71830,93490,122480,148880,161900,,
11,DC,District of Columbia,17-2131,Materials Engineers,detailed,90,1.5,0.121,0.63,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,17-2141,Mechanical Engineers,detailed,670,9.8,0.941,0.46,53.32,110910,2.4,33.98,43.44,53.37,62.1,77.83,70680,90360,111010,129170,161890,,
11,DC,District of Columbia,17-2161,Nuclear Engineers,detailed,100,1.3,0.143,1.22,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,17-2199,"Engineers, All Other",detailed,2720,0.7,3.845,4.17,62.76,130550,3,41.39,53.86,66.42,76.7,78.68,86080,112020,138160,159530,163660,,
11,DC,District of Columbia,17-3011,Architectural and Civil Drafters,detailed,480,24.7,0.673,1,34.39,71530,5.6,21.56,26.28,32.01,42.79,47.58,44850,54660,66590,89000,98960,,
11,DC,District of Columbia,17-3012,Electrical and Electronics Drafters,detailed,130,13.3,0.19,1.04,40.2,83610,6.7,22.19,31.83,40.95,50,58.26,46160,66200,85170,104000,121170,,
11,DC,District of Columbia,17-3023,Electrical and Electronics Engineering Technicians,detailed,400,19.7,0.558,0.62,39.48,82120,3.6,31.5,33.28,37.78,45.96,50.4,65510,69230,78580,95610,104830,,
11,DC,District of Columbia,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,320,2.4,0.457,0.85,43.34,90150,3,33.04,38.33,44.71,48.55,51.13,68730,79720,93010,100980,106340,,
11,DC,District of Columbia,19-0000,"Life, Physical, and Social Science Occupations",major,25040,3.4,35.358,4.39,51.14,106360,3,24.02,33.05,48.77,64.82,77.84,49950,68740,101450,134820,161900,,
11,DC,District of Columbia,19-1012,Food Scientists and Technologists,detailed,60,42.9,0.083,0.79,46,95690,2.6,31.97,35.71,45.57,57.03,62.1,66500,74270,94790,118620,129170,,
11,DC,District of Columbia,19-1013,Soil and Plant Scientists,detailed,60,0,0.085,0.86,40.87,85010,3.6,26.43,31.71,38.37,45.99,67.58,54970,65960,79820,95670,140560,,
11,DC,District of Columbia,19-1022,Microbiologists,detailed,50,40.5,0.076,0.49,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,19-1023,Zoologists and Wildlife Biologists,detailed,90,1.3,0.122,0.98,53.37,111000,3.6,32.95,41.8,50.13,66.42,77.84,68530,86950,104270,138160,161900,,
11,DC,District of Columbia,19-1029,"Biological Scientists, All Other",detailed,500,1,0.7,2.65,45.83,95320,5.6,21.57,28.08,38.37,59.31,81.83,44870,58410,79820,123360,170210,,
11,DC,District of Columbia,19-1031,Conservation Scientists,detailed,290,42.1,0.41,2.65,34.21,71150,22.6,11.8,11.95,30.89,54.12,62.68,24540,24850,64250,112570,130370,,
11,DC,District of Columbia,19-1041,Epidemiologists,detailed,50,7.9,0.071,1.48,54.11,112550,7.2,31.25,38.75,46.97,61.29,82.4,65000,80590,97690,127480,171390,,
11,DC,District of Columbia,19-1042,"Medical Scientists, Except Epidemiologists",detailed,600,6.7,0.842,1.07,50.31,104650,6,21.6,27.52,40.02,64.49,89.84,44930,57240,83240,134150,186870,,
11,DC,District of Columbia,19-2011,Astronomers,detailed,70,1.9,0.098,6.9,61.15,127190,4.1,40.89,48.55,59.25,77.83,77.84,85050,100980,123230,161890,161900,,
11,DC,District of Columbia,19-2012,Physicists,detailed,610,13.2,0.863,7.36,68.8,143100,3.9,49.03,59.25,70.85,77.84,89.88,101990,123230,147370,161910,186950,,
11,DC,District of Columbia,19-2021,Atmospheric and Space Scientists,detailed,90,41.8,0.133,2.12,46.64,97010,13.8,14.3,32.47,42.4,61.76,76.61,29730,67540,88180,128470,159350,,
11,DC,District of Columbia,19-2031,Chemists,detailed,260,1.4,0.373,0.63,57.15,118870,2.7,35.84,47.42,59.24,70.01,77.84,74550,98620,123220,145620,161900,,
11,DC,District of Columbia,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1400,5.2,1.973,3.43,55.56,115560,3.9,28.91,44.98,57.45,69.69,77.83,60130,93560,119490,144950,161890,,
11,DC,District of Columbia,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,60,7,0.08,0.4,60.81,126490,2.3,42.81,49.3,59.25,75.64,81.09,89050,102540,123230,157340,168680,,
11,DC,District of Columbia,19-2099,"Physical Scientists, All Other",detailed,710,3.9,1.007,8.29,61.97,128890,4.3,38.32,50.13,63.35,77.62,77.84,79710,104280,131760,161440,161910,,
11,DC,District of Columbia,19-3011,Economists,detailed,7680,10.4,10.85,79.13,60.29,125400,1.9,31.13,42.16,56.21,72.93,90.33,64760,87690,116910,151690,187890,,
11,DC,District of Columbia,19-3022,Survey Researchers,detailed,310,16.9,0.442,5.59,34.87,72530,9.8,17.04,21.05,28.86,44.03,61.16,35440,43790,60030,91580,127210,,
11,DC,District of Columbia,19-3031,"Clinical, Counseling, and School Psychologists",detailed,530,7.9,0.753,0.99,41.01,85310,5.1,25.43,29.01,37.26,47.99,60.02,52900,60350,77500,99810,124840,,
11,DC,District of Columbia,19-3039,"Psychologists, All Other",detailed,200,9.4,0.276,3.05,43.61,90710,5,14.16,26.55,45.57,53.58,60.25,29450,55230,94790,111440,125320,,
11,DC,District of Columbia,19-3041,Sociologists,detailed,**,**,**,**,44.25,92040,11.2,26.82,30,35.88,51.77,75.68,55780,62400,74620,107690,157420,,
11,DC,District of Columbia,19-3051,Urban and Regional Planners,detailed,300,13.3,0.42,1.7,47.84,99520,3.4,27.38,35.9,47.1,57.73,67.97,56940,74680,97970,120070,141370,,
11,DC,District of Columbia,19-3091,Anthropologists and Archeologists,detailed,50,2.2,0.073,1.7,49.41,102770,2.8,34.11,40.89,47.1,59.24,66.43,70940,85040,97960,123220,138170,,
11,DC,District of Columbia,19-3093,Historians,detailed,220,0.4,0.309,14.4,51.25,106610,2.8,37.3,44.72,50.14,59.24,64.63,77590,93010,104290,123220,134420,,
11,DC,District of Columbia,19-3094,Political Scientists,detailed,3670,10,5.188,117.08,56.85,118260,2.4,34.35,47.09,59.17,70.01,77.83,71450,97960,123070,145630,161890,,
11,DC,District of Columbia,19-3099,"Social Scientists and Related Workers, All Other",detailed,2980,11.6,4.214,16.93,48.6,101080,2.4,30.98,39.6,47.16,57.73,68.28,64430,82380,98080,120070,142030,,
11,DC,District of Columbia,19-4021,Biological Technicians,detailed,300,4.3,0.429,0.81,23.71,49310,3.3,13.93,17.25,24.22,28.97,33.47,28980,35870,50370,60260,69620,,
11,DC,District of Columbia,19-4031,Chemical Technicians,detailed,40,13.7,0.052,0.12,24.37,50680,5.8,14.85,17.71,23.69,29.47,36.54,30900,36840,49260,61290,76010,,
11,DC,District of Columbia,19-4061,Social Science Research Assistants,detailed,3030,8,4.275,19.35,28.63,59550,2.7,17.09,21.08,26.06,32.14,43.28,35560,43840,54200,66860,90020,,
11,DC,District of Columbia,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,**,**,**,**,31.08,64650,4.4,18.95,22.45,29.38,37.2,46.42,39410,46690,61110,77370,96550,,
11,DC,District of Columbia,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,260,8.4,0.371,0.79,30.18,62770,2.3,21.17,23.34,28.1,33.58,44.05,44040,48540,58440,69850,91620,,
11,DC,District of Columbia,21-0000,Community and Social Service Occupations,major,11710,3.8,16.53,1.12,28.97,60270,3.3,14.94,19.92,27.08,36.64,45.81,31080,41430,56330,76210,95280,,
11,DC,District of Columbia,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,1660,7.5,2.349,1.23,31.65,65820,4.1,18.85,23.8,30.31,37.51,46.77,39210,49510,63050,78020,97280,,
11,DC,District of Columbia,21-1015,Rehabilitation Counselors,detailed,640,11,0.904,1.24,23.05,47940,10.1,12.92,14.51,19.06,31.99,38.33,26880,30180,39640,66530,79730,,
11,DC,District of Columbia,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,820,9.7,1.156,0.68,24,49910,10.8,12.88,14.32,21.97,32.38,38.33,26800,29790,45690,67360,79720,,
11,DC,District of Columbia,21-1019,"Counselors, All Other",detailed,210,22.6,0.291,1.53,23.45,48780,3,15.66,19.35,22.45,26.96,34.34,32580,40240,46700,56080,71430,,
11,DC,District of Columbia,21-1021,"Child, Family, and School Social Workers",detailed,2100,10.9,2.964,1.38,31.15,64800,5.2,19.36,23.59,30.06,38.33,45.46,40280,49070,62520,79730,94560,,
11,DC,District of Columbia,21-1022,Healthcare Social Workers,detailed,530,12.2,0.744,0.63,33.93,70580,3.3,21.04,25.89,32.2,40.08,50.68,43760,53840,66970,83360,105410,,
11,DC,District of Columbia,21-1023,Mental Health and Substance Abuse Social Workers,detailed,520,14.4,0.73,0.93,30.24,62900,4.5,18.6,21.69,28.54,38.34,43.99,38690,45110,59360,79740,91490,,
11,DC,District of Columbia,21-1029,"Social Workers, All Other",detailed,300,10.3,0.417,1.02,34.36,71470,4.9,16.61,28.25,36.56,42.17,46,34540,58760,76040,87710,95680,,
11,DC,District of Columbia,21-1091,Health Educators,detailed,660,5.5,0.928,2.28,41.27,85840,1.7,20.93,28.85,41.81,51.65,62.83,43540,60010,86960,107440,130690,,
11,DC,District of Columbia,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,90,44,0.13,0.21,30.1,62610,18.7,20.56,22.34,28.89,38.19,40.65,42770,46480,60080,79440,84560,,
11,DC,District of Columbia,21-1093,Social and Human Service Assistants,detailed,1880,10.8,2.66,0.99,21.07,43830,3.1,13.54,16.2,20.37,24.2,29.9,28160,33700,42370,50340,62200,,
11,DC,District of Columbia,21-1094,Community Health Workers,detailed,950,10.4,1.334,3.47,31.87,66290,3.4,18.06,22.52,28.64,37.85,49.19,37570,46850,59570,78720,102310,,
11,DC,District of Columbia,21-1099,"Community and Social Service Specialists, All Other",detailed,550,15,0.783,1.1,27.17,56520,7,16.41,19.05,23.64,31.08,42.19,34130,39620,49180,64640,87760,,
11,DC,District of Columbia,21-2011,Clergy,detailed,130,13.9,0.189,0.54,30.62,63680,3.7,11.51,20.42,28.33,42.16,50.75,23940,42480,58930,87700,105560,,
11,DC,District of Columbia,21-2021,"Directors, Religious Activities and Education",detailed,330,25.1,0.468,3.11,35.32,73470,9.6,15.28,22.06,35.84,47.07,56.48,31780,45890,74550,97900,117480,,
11,DC,District of Columbia,21-2099,"Religious Workers, All Other",detailed,**,**,**,**,22.4,46590,17.5,11.6,11.7,19.94,33.04,37.53,24130,24330,41480,68730,78050,,
