PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9051,Food Service Managers,NA,**,**,**,**,35.26,73350.0,8.0,19.34,25.45,38.94,42.92,45.31,40230.0,52930.0,81000.0,89270.0,94250.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9081,Lodging Managers,NA,190.0,24.5,0.144,0.612,37.84,78710.0,4.3,26.22,29.59,35.31,43.22,53.16,54540.0,61550.0,73450.0,89900.0,110560.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9111,Medical and Health Services Managers,NA,**,**,**,**,55.41,115250.0,2.8,35.22,41.71,50.63,62.57,#,73250.0,86750.0,105310.0,130150.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9121,Natural Sciences Managers,NA,900.0,6.2,0.672,1.86,65.7,136650.0,2.9,39.44,47.91,61.64,76.03,#,82040.0,99650.0,128210.0,158150.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9131,Postmasters and Mail Superintendents,NA,50.0,0.0,0.036,0.182,37.57,78140.0,2.0,26.13,29.84,37.8,45.15,50.19,54340.0,62060.0,78620.0,93900.0,104400.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9141,"Property, Real Estate, and Community Association Managers",NA,2540.0,13.8,1.888,1.631,37.42,77820.0,5.9,19.07,24.1,31.6,47.54,61.41,39660.0,50130.0,65730.0,98880.0,127720.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9151,Social and Community Service Managers,NA,1180.0,6.0,0.875,0.955,35.44,73720.0,2.3,23.52,27.91,33.39,40.49,51.37,48920.0,58050.0,69450.0,84210.0,106840.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9161,Emergency Management Directors,NA,70.0,12.5,0.051,0.549,37.89,78810.0,2.6,26.08,31.48,37.46,44.54,50.44,54250.0,65480.0,77910.0,92650.0,104910.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9199,"Managers, All Other",NA,4410.0,3.4,3.275,1.214,51.51,107140.0,1.1,32.06,40.03,49.87,61.17,73.38,66680.0,83260.0,103740.0,127240.0,152630.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-0000,Business and Financial Operations Occupations,major,89220.0,1.7,66.267,1.383,35.38,73580.0,3.9,20.37,25.64,33.1,42.83,53.96,42370.0,53330.0,68860.0,89080.0,112240.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1021,"Buyers and Purchasing Agents, Farm Products",NA,140.0,26.1,0.101,1.252,28.06,58360.0,6.3,14.33,22.39,27.86,34.55,40.64,29810.0,46570.0,57950.0,71860.0,84530.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1022,"Wholesale and Retail Buyers, Except Farm Products",NA,1520.0,8.9,1.13,1.327,31.55,65630.0,7.7,16.35,19.31,23.31,32.48,58.66,34000.0,40160.0,48470.0,67560.0,122000.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",NA,5010.0,2.4,3.723,1.737,31.93,66410.0,2.0,20.47,25.16,31.43,38.53,45.37,42580.0,52330.0,65370.0,80130.0,94360.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1031,"Claims Adjusters, Examiners, and Investigators",NA,3280.0,11.1,2.439,1.181,31.1,64680.0,2.4,19.89,23.72,29.45,37.3,44.72,41380.0,49340.0,61250.0,77590.0,93010.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1041,Compliance Officers,NA,2470.0,4.0,1.832,1.141,31.57,65660.0,2.3,19.89,24.16,29.56,37.57,46.15,41380.0,50250.0,61490.0,78160.0,95990.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1051,Cost Estimators,NA,2660.0,9.4,1.973,1.364,33.13,68900.0,2.2,20.09,26.04,31.86,40.24,48.65,41780.0,54170.0,66270.0,83690.0,101200.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1078,"Human Resources, Training, and Labor Relations Specialists, All Other*",NA,5980.0,5.5,4.44,1.35,31.76,66060.0,3.2,17.69,22.74,29.62,38.93,48.59,36800.0,47300.0,61620.0,80960.0,101070.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1081,Logisticians,NA,4340.0,2.2,3.224,3.91,40.24,83710.0,5.7,26.68,31.04,37.83,46.46,60.35,55490.0,64570.0,78680.0,96630.0,125540.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1111,Management Analysts,NA,9640.0,2.4,7.163,1.698,43.47,90420.0,5.0,26.47,31.74,39.95,51.06,66.51,55050.0,66020.0,83100.0,106200.0,138340.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1121,"Meeting, Convention, and Event Planners*",NA,740.0,16.3,0.553,1.234,22.84,47510.0,2.6,15.42,18.67,21.67,26.12,32.47,32080.0,38840.0,45080.0,54330.0,67540.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1141,"Compensation, Benefits, and Job Analysis Specialists",NA,1110.0,7.7,0.825,1.02,34.62,72020.0,2.7,21.72,25.71,31.86,40.74,51.95,45170.0,53470.0,66280.0,84750.0,108060.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1151,Training and Development Specialists,NA,2540.0,4.7,1.889,1.178,35.05,72900.0,3.1,20.81,26.72,34.65,42.75,50.86,43280.0,55580.0,72080.0,88910.0,105790.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1161,Market Research Analysts and Marketing Specialists*,NA,6850.0,4.2,5.091,2.472,40.93,85140.0,8.7,21.09,28.0,40.61,53.32,63.89,43860.0,58230.0,84460.0,110900.0,132900.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1199,"Business Operations Specialists, All Other*",NA,15810.0,3.6,11.742,1.501,34.48,71730.0,3.3,20.92,26.01,32.99,41.97,51.38,43510.0,54090.0,68610.0,87300.0,106860.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2011,Accountants and Auditors,NA,12160.0,4.9,9.032,1.07,32.75,68110.0,1.4,21.08,25.21,30.98,38.92,47.04,43850.0,52430.0,64430.0,80950.0,97840.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2021,Appraisers and Assessors of Real Estate,NA,**,**,**,**,35.54,73930.0,4.3,22.12,26.72,34.92,42.88,53.78,46010.0,55570.0,72630.0,89200.0,111870.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2031,Budget Analysts,NA,1810.0,2.0,1.347,2.937,34.66,72090.0,1.6,24.37,28.4,34.28,40.58,46.9,50680.0,59070.0,71300.0,84410.0,97550.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2041,Credit Analysts,NA,620.0,14.4,0.46,0.933,33.53,69740.0,3.0,20.94,24.79,31.76,39.7,49.11,43550.0,51550.0,66050.0,82570.0,102140.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2051,Financial Analysts,NA,2870.0,6.2,2.131,1.227,41.5,86330.0,4.0,24.79,30.92,39.12,49.27,60.88,51560.0,64310.0,81370.0,102490.0,126630.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2052,Personal Financial Advisors,NA,1230.0,15.8,0.916,0.749,31.15,64800.0,8.8,16.72,19.98,25.8,35.91,56.95,34780.0,41560.0,53670.0,74680.0,118450.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2053,Insurance Underwriters,NA,1080.0,14.5,0.801,1.068,34.58,71920.0,2.6,22.94,26.62,32.29,40.19,49.56,47710.0,55370.0,67160.0,83590.0,103090.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2061,Financial Examiners,NA,300.0,6.0,0.224,1.022,36.12,75130.0,5.1,22.4,25.64,32.63,44.54,55.46,46590.0,53320.0,67870.0,92650.0,115350.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2071,Credit Counselors,NA,280.0,40.7,0.206,0.886,18.16,37780.0,4.9,12.06,15.47,17.53,21.05,24.63,25090.0,32190.0,36470.0,43770.0,51230.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2072,Loan Officers,NA,3000.0,10.5,2.226,0.999,39.44,82040.0,5.0,17.35,24.2,36.11,48.93,64.61,36090.0,50330.0,75120.0,101780.0,134390.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2081,"Tax Examiners and Collectors, and Revenue Agents",NA,810.0,0.0,0.603,1.118,26.89,55940.0,1.4,15.92,19.89,24.71,30.43,43.37,33110.0,41380.0,51390.0,63300.0,90220.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2082,Tax Preparers,NA,510.0,22.9,0.38,0.848,19.53,40630.0,15.8,10.21,12.16,14.37,20.78,31.66,21240.0,25290.0,29900.0,43230.0,65860.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2099,"Financial Specialists, All Other",NA,1990.0,8.3,1.478,1.215,31.99,66540.0,5.8,19.03,22.02,28.17,37.32,54.34,39580.0,45800.0,58600.0,77630.0,113030.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-0000,Computer and Mathematical Occupations,major,86050.0,1.4,63.916,2.474,42.94,89320.0,4.5,24.97,34.21,42.5,51.96,62.16,51930.0,71150.0,88400.0,108070.0,129290.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1111,Computer and Information Research Scientists,NA,580.0,16.3,0.427,2.18,56.54,117610.0,4.9,36.94,46.16,54.97,67.31,79.75,76840.0,96020.0,114340.0,140000.0,165880.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1121,Computer Systems Analysts,NA,9510.0,8.2,7.064,1.811,42.71,88840.0,2.5,29.6,34.49,41.14,49.21,59.56,61570.0,71740.0,85580.0,102350.0,123880.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1131,Computer Programmers,NA,7610.0,3.8,5.65,2.152,44.63,92840.0,3.2,30.45,37.82,44.28,52.42,59.69,63330.0,78670.0,92110.0,109040.0,124160.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1132,"Software Developers, Applications",NA,23630.0,3.1,17.549,4.467,46.49,96710.0,3.0,32.42,38.42,45.96,54.58,64.38,67430.0,79910.0,95590.0,113530.0,133900.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1133,"Software Developers, Systems Software",NA,14060.0,3.3,10.446,3.504,49.5,102950.0,1.8,36.62,40.13,46.17,55.96,69.26,76160.0,83470.0,96030.0,116390.0,144050.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1141,Database Administrators,NA,1880.0,5.2,1.398,1.707,40.9,85070.0,1.5,24.53,31.86,41.68,50.27,56.81,51020.0,66270.0,86690.0,104570.0,118160.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1142,Network and Computer Systems Administrators*,NA,5150.0,5.3,3.828,1.46,36.31,75520.0,1.1,24.56,29.83,35.81,42.77,50.01,51090.0,62050.0,74480.0,88960.0,104030.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1150,Computer Support Specialists,NA,8960.0,5.4,6.654,1.46,27.66,57520.0,6.9,16.0,19.52,24.83,32.18,46.2,33280.0,40600.0,51650.0,66930.0,96100.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1179,"Information Security Analysts, Web Developers, and Computer Network Architects",NA,6920.0,4.7,5.137,2.683,40.88,85030.0,2.3,25.94,32.51,40.77,49.42,56.57,53960.0,67610.0,84810.0,102790.0,117660.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1799,"Computer Occupations, All Other*",NA,6020.0,5.1,4.473,3.105,42.09,87550.0,6.1,17.82,32.96,44.3,54.27,63.6,37070.0,68550.0,92140.0,112880.0,132280.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-2011,Actuaries,NA,360.0,6.6,0.271,1.88,48.97,101850.0,5.5,26.38,31.9,43.67,60.22,#,54870.0,66350.0,90830.0,125250.0,#,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-2031,Operations Research Analysts,NA,920.0,6.0,0.687,1.404,43.56,90600.0,4.7,27.44,34.54,41.47,50.13,60.88,57070.0,71840.0,86250.0,104270.0,126630.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-2041,Statisticians,NA,390.0,4.8,0.288,1.603,37.49,77980.0,2.2,22.49,29.46,38.01,44.63,53.02,46780.0,61280.0,79070.0,92830.0,110290.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-0000,Architecture and Engineering Occupations,major,48640.0,1.8,36.131,1.992,39.38,81910.0,1.2,23.95,30.28,38.12,47.89,58.02,49820.0,62970.0,79280.0,99600.0,120680.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-1011,"Architects, Except Landscape and Naval",NA,2080.0,13.6,1.543,2.236,34.01,70740.0,7.2,19.85,22.0,29.08,38.98,53.81,41290.0,45760.0,60490.0,81070.0,111930.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-1012,Landscape Architects,NA,730.0,25.4,0.542,4.13,29.23,60800.0,3.8,20.07,22.43,27.95,34.35,41.79,41760.0,46650.0,58140.0,71450.0,86920.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-1021,Cartographers and Photogrammetrists,NA,160.0,12.0,0.12,1.307,36.25,75400.0,8.0,21.95,26.04,34.46,41.82,52.72,45650.0,54160.0,71670.0,86990.0,109650.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-1022,Surveyors,NA,380.0,19.7,0.283,0.818,37.29,77560.0,4.7,26.11,29.67,34.9,42.69,52.02,54300.0,61710.0,72590.0,88780.0,108200.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2011,Aerospace Engineers,NA,**,**,**,**,45.37,94360.0,2.8,30.69,35.95,44.29,53.99,64.28,63840.0,74770.0,92130.0,112310.0,133690.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2031,Biomedical Engineers,NA,240.0,30.3,0.178,1.481,38.19,79430.0,8.1,20.83,26.44,38.32,48.33,58.12,43320.0,54990.0,79710.0,100530.0,120880.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2041,Chemical Engineers,NA,110.0,19.3,0.079,0.35,38.83,80770.0,5.8,23.41,27.7,36.69,49.29,56.82,48690.0,57620.0,76320.0,102520.0,118180.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2051,Civil Engineers,NA,5940.0,6.7,4.414,2.252,39.41,81970.0,1.8,27.34,30.9,37.64,45.88,55.44,56870.0,64260.0,78290.0,95440.0,115310.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2061,Computer Hardware Engineers,NA,1040.0,20.7,0.769,1.46,53.1,110460.0,4.4,36.1,41.51,51.48,62.61,71.39,75100.0,86330.0,107090.0,130230.0,148490.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2071,Electrical Engineers,NA,2620.0,8.9,1.944,1.661,43.03,89490.0,2.8,29.36,34.11,41.7,51.91,62.37,61070.0,70950.0,86730.0,107960.0,129740.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2072,"Electronics Engineers, Except Computer",NA,3610.0,5.2,2.684,2.552,45.9,95470.0,1.5,32.45,37.78,44.83,53.69,63.85,67490.0,78590.0,93250.0,111680.0,132820.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2081,Environmental Engineers,NA,870.0,15.7,0.646,1.649,42.04,87440.0,3.3,28.03,33.64,43.34,50.55,55.49,58310.0,69980.0,90150.0,105140.0,115410.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",NA,160.0,11.2,0.12,0.652,40.04,83280.0,3.7,29.58,32.73,38.25,45.46,57.21,61530.0,68070.0,79570.0,94560.0,118990.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2112,Industrial Engineers,NA,3790.0,3.1,2.814,1.762,39.89,82970.0,1.5,27.66,32.69,39.9,47.49,53.67,57530.0,67990.0,82980.0,98770.0,111630.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2121,Marine Engineers and Naval Architects,NA,240.0,36.1,0.181,4.024,40.8,84870.0,3.2,30.75,33.94,39.83,45.54,55.25,63950.0,70590.0,82840.0,94730.0,114920.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2141,Mechanical Engineers,NA,3690.0,6.5,2.738,1.485,43.34,90140.0,2.5,28.18,33.65,41.73,51.22,64.12,58610.0,69990.0,86790.0,106540.0,133370.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2199,"Engineers, All Other",NA,4730.0,5.6,3.515,3.2,43.4,90260.0,1.6,27.39,35.25,43.7,52.05,61.44,56970.0,73310.0,90900.0,108270.0,127790.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3011,Architectural and Civil Drafters,NA,1270.0,17.3,0.946,1.341,23.46,48810.0,4.5,14.84,17.13,22.43,28.66,34.93,30870.0,35620.0,46660.0,59610.0,72660.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3012,Electrical and Electronics Drafters,NA,820.0,4.5,0.611,2.777,33.42,69510.0,2.7,23.9,28.36,33.62,39.1,44.14,49710.0,58980.0,69920.0,81320.0,91810.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3013,Mechanical Drafters,NA,1830.0,2.1,1.357,2.676,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3019,"Drafters, All Other",NA,320.0,25.5,0.235,1.963,26.33,54770.0,3.5,17.17,21.24,25.88,32.11,36.43,35720.0,44170.0,53820.0,66780.0,75780.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3021,Aerospace Engineering and Operations Technicians,NA,440.0,36.6,0.323,4.843,30.58,63600.0,3.1,19.33,23.73,30.36,36.69,43.64,40210.0,49370.0,63150.0,76310.0,90760.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3022,Civil Engineering Technicians,NA,780.0,9.8,0.581,0.958,27.25,56680.0,1.9,18.11,22.83,27.24,32.15,36.27,37670.0,47490.0,56660.0,66870.0,75440.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3023,Electrical and Electronics Engineering Technicians,NA,1170.0,22.1,0.867,0.746,27.46,57110.0,2.3,18.66,21.78,28.06,32.26,36.29,38810.0,45310.0,58370.0,67110.0,75490.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3024,Electro-Mechanical Technicians,NA,250.0,11.6,0.185,1.472,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3025,Environmental Engineering Technicians,NA,140.0,21.8,0.107,0.737,26.78,55700.0,3.0,17.15,22.56,26.73,32.22,36.31,35670.0,46920.0,55600.0,67030.0,75510.0,NA,NA
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3026,Industrial Engineering Technicians,NA,1170.0,5.7,0.866,1.786,31.63,65790.0,2.0,21.37,26.34,31.94,37.62,41.43,44450.0,54780.0,66430.0,78260.0,86160.0,NA,NA
