PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-3051,Industrial Production Managers,detailed,1760,5.5,0.887,0.71,66.11,137510,3.7,37.72,48.67,61.56,78.32,97.72,78460,101230,128040,162900,203260,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-3061,Purchasing Managers,detailed,1420,9.4,0.715,1.49,66.49,138290,2.8,40.9,52.41,64.69,76.86,93.26,85080,109010,134560,159860,193990,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-3071,"Transportation, Storage, and Distribution Managers",detailed,1860,17.9,0.939,1.09,58.87,122440,2.5,34.48,42.94,55.48,70.96,85.41,71720,89310,115390,147590,177650,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-3111,Compensation and Benefits Managers,detailed,260,10.2,0.132,1.22,70.76,147170,2.6,45.89,54.64,66.41,82.41,99.72,95440,113650,138140,171420,207430,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-3121,Human Resources Managers,detailed,2430,4.1,1.226,1.24,66.85,139060,1.7,40.57,49.36,61.13,78,98.61,84380,102670,127160,162250,205110,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-3131,Training and Development Managers,detailed,590,8.1,0.298,1.21,73,151840,9.4,36.52,45.71,64.47,88.14,#,75960,95080,134100,183340,#,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9021,Construction Managers,detailed,5690,5.1,2.866,1.49,49.46,102890,1.8,29.69,37.35,47.76,59.57,72.87,61750,77680,99350,123910,151570,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,850,12.1,0.426,1.22,26.43,54980,3.6,17.14,21.14,25.98,30.82,36.72,35650,43960,54030,64100,76370,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9032,"Education Administrators, Elementary and Secondary School",detailed,2700,1.7,1.359,0.75,*,124950,1,*,*,*,*,*,90940,110660,126500,145850,160240,True,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9033,"Education Administrators, Postsecondary",detailed,1300,6.2,0.656,0.66,56.02,116520,7,32.08,38.21,47.19,63.62,92.58,66720,79470,98160,132340,192570,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9039,"Education Administrators, All Other",detailed,680,13.5,0.344,1.21,42.63,88680,7.2,21.95,29.1,38.14,50.01,68.19,45660,60540,79330,104020,141830,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9041,Architectural and Engineering Managers,detailed,2900,3.9,1.462,1.12,77.17,160520,2.4,50.73,62.97,74.4,88.95,#,105530,130980,154740,185020,#,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9051,Food Service Managers,detailed,1410,12.1,0.711,0.47,39.11,81350,4.7,24.49,28.43,35.81,45.23,59.85,50930,59140,74490,94080,124500,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9081,Lodging Managers,detailed,390,18.7,0.197,0.77,33.71,70120,5.1,17.41,19.92,31.44,42.76,55.06,36220,41420,65400,88930,114520,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9111,Medical and Health Services Managers,detailed,4200,10.9,2.116,0.82,60.36,125560,2.7,30.13,41.86,55.44,70.53,95.92,62680,87070,115320,146700,199520,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9121,Natural Sciences Managers,detailed,1050,9.3,0.531,1.27,80.24,166900,3.6,48.08,58.71,72.73,92.86,#,100000,122120,151280,193150,#,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9131,Postmasters and Mail Superintendents,detailed,60,0,0.03,0.32,39.72,82620,1.9,32.19,34.3,39.48,43.75,50,66960,71340,82110,90990,104000,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9141,"Property, Real Estate, and Community Association Managers",detailed,1880,8.9,0.946,0.68,46.46,96640,5.4,25.36,30.93,39.17,55.54,75.37,52740,64330,81480,115530,156780,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9151,Social and Community Service Managers,detailed,**,**,**,**,31,64490,6.2,13.43,20.29,30.14,40.19,49.14,27940,42200,62690,83600,102210,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9161,Emergency Management Directors,detailed,70,7.9,0.037,0.56,54.67,113710,3.8,33.52,41.68,51.65,69.31,77.99,69720,86690,107440,144170,162210,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",11-9199,"Managers, All Other",detailed,8370,5.9,4.22,1.32,63.31,131680,2.2,30.78,43.44,59.28,77.66,97.28,64030,90350,123290,161530,202340,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-0000,Business and Financial Operations Occupations,major,158490,3.8,79.87,1.5,40.85,84970,2.7,21.57,27.93,37.07,49.97,64.49,44860,58090,77100,103950,134140,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,50,31,0.026,0.25,29.04,60410,11.6,19.19,21.96,28.12,35.65,42.43,39910,45680,58480,74140,88250,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1020,Buyers and Purchasing Agents,detailed,11960,13.4,6.027,2.14,36.16,75210,1.7,20.97,26.24,34.55,45.26,55.72,43630,54570,71860,94150,115900,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,3750,5.1,1.892,0.95,36.72,76390,2,21.78,27.53,35.76,43.36,51.35,45300,57260,74380,90190,106810,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1032,"Insurance Appraisers, Auto Damage",detailed,270,32.2,0.138,1.32,33.4,69470,4.7,22.92,26.82,31.7,39.27,46.29,47680,55790,65940,81670,96270,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1041,Compliance Officers,detailed,6860,23,3.455,1.66,43.06,89560,10.8,17.66,27.96,40.68,57.85,72.39,36730,58160,84620,120330,150570,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1051,Cost Estimators,detailed,3570,10.6,1.8,1.23,39.46,82090,1.9,24,28.93,37.33,48.63,59.67,49910,60160,77640,101150,124110,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1071,Human Resources Specialists,detailed,12160,4.5,6.126,1.49,36.48,75890,2.1,20.53,25.86,33.37,44.72,58.63,42690,53800,69420,93020,121940,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1075,Labor Relations Specialists,detailed,1620,10.8,0.816,1.53,37.52,78040,4.2,20.29,28.73,37.82,46.01,53.34,42200,59760,78660,95700,110940,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1081,Logisticians,detailed,5380,8.1,2.709,2.31,*,*,*,*,*,*,*,*,*,*,*,*,*,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1111,Management Analysts,detailed,17890,8.3,9.014,1.91,53.14,110530,3.3,28.53,37.13,50.64,64.63,80.31,59340,77220,105320,134430,167050,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1121,"Meeting, Convention, and Event Planners",detailed,1890,8.4,0.954,1.25,26.88,55900,2.4,15.13,19.19,25.84,33.17,40.41,31480,39910,53750,68990,84050,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1131,Fundraisers,detailed,1700,6.5,0.857,1.64,31.01,64490,4.1,18.96,22.97,28.32,35.96,45.67,39430,47780,58910,74800,95000,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,1370,8.1,0.691,1.2,38.48,80040,2.5,24.92,29.26,35.95,45.85,58.94,51830,60870,74770,95360,122590,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1151,Training and Development Specialists,detailed,5220,16.4,2.631,1.31,38.34,79740,2,23.86,31.12,36.9,45.6,56.79,49620,64730,76760,94840,118130,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1161,Market Research Analysts and Marketing Specialists,detailed,17490,20,8.813,2,41.59,86510,5.7,20.25,26.45,36.71,54.9,72.39,42110,55010,76370,114200,150560,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-1199,"Business Operations Specialists, All Other",detailed,26280,6.5,13.244,1.81,38.22,79500,1.6,21.37,27.48,35.6,46.6,59.14,44450,57160,74050,96930,123010,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2011,Accountants and Auditors,detailed,22910,4.2,11.543,1.33,39.99,83180,3.4,22.85,28.05,35.4,46.02,60.61,47530,58340,73640,95710,126060,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2021,Appraisers and Assessors of Real Estate,detailed,480,31.5,0.241,0.6,37.02,77000,9.5,15.87,23.64,35.29,46.67,60.59,33020,49170,73410,97070,126030,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2031,Budget Analysts,detailed,700,12.3,0.355,0.97,37.32,77630,2.6,26.58,30.2,36.28,44.03,49.74,55280,62810,75460,91580,103450,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2041,Credit Analysts,detailed,940,13.2,0.476,0.92,37.62,78240,4.4,21.36,27.54,36.03,45.27,53.81,44430,57280,74950,94160,111930,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2051,Financial Analysts,detailed,4540,12.4,2.287,1.08,46.16,96010,3.9,24.52,33.37,44.17,56.53,70,51000,69410,91880,117590,145590,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2052,Personal Financial Advisors,detailed,2720,8.6,1.372,0.99,53.24,110750,6,21.8,27.57,50.28,60.43,#,45350,57340,104590,125690,#,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2053,Insurance Underwriters,detailed,1360,12,0.686,1.03,39.74,82670,2.4,23.96,30.73,37.31,47.93,59.4,49840,63910,77610,99700,123560,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2061,Financial Examiners,detailed,290,14.1,0.144,0.36,47.9,99630,6.1,29.17,34.23,42.84,57.85,75.94,60680,71200,89110,120330,157960,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2071,Credit Counselors,detailed,230,19,0.116,0.47,25.94,53960,2.3,17.26,20.65,24.08,30.33,37.84,35890,42950,50080,63090,78700,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2072,Loan Officers,detailed,3970,8.9,2.003,0.95,37.85,78730,5.7,13.26,22.29,29.67,45.26,71.1,27580,46370,61720,94140,147880,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,400,0.9,0.204,0.54,36.03,74950,1.6,24.52,28.43,32.97,42.09,53.08,51010,59120,68570,87540,110410,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2082,Tax Preparers,detailed,470,30.4,0.239,0.51,19.83,41240,8.6,11.51,12.36,15.46,26.6,32.51,23940,25720,32150,55340,67620,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",13-2099,"Financial Specialists, All Other",detailed,2010,7.9,1.013,1.14,*,*,*,*,*,*,*,*,*,*,*,*,*,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-0000,Computer and Mathematical Occupations,major,139440,9,70.269,2.32,54.69,113750,6,27.98,39.3,54.15,68.71,80.83,58200,81730,112640,142920,168140,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1111,Computer and Information Research Scientists,detailed,1200,36.4,0.604,2.91,73.22,152290,8.4,40.92,55.32,70.75,87.13,#,85110,115070,147160,181240,#,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1121,Computer Systems Analysts,detailed,13580,6.7,6.843,1.68,48.84,101590,1.6,32.82,40.05,47.62,57.99,69.16,68260,83290,99040,120610,143860,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1122,Information Security Analysts,detailed,2090,25.1,1.051,1.41,50.94,105950,2.6,31.2,39.15,50.98,61.83,74.22,64890,81430,106030,128600,154380,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1131,Computer Programmers,detailed,8950,45.7,4.511,2.83,62.16,129290,6,37.48,52.58,64.63,75.01,81.39,77960,109360,134420,156010,169290,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1132,"Software Developers, Applications",detailed,50940,21.3,25.671,4.11,64.23,133590,5.1,40.34,51.84,62.29,76.04,91.77,83910,107820,129570,158170,190880,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1133,"Software Developers, Systems Software",detailed,14820,6.4,7.469,2.67,59.06,122840,2.2,34.17,46.91,59.17,72.3,82.12,71070,97560,123080,150380,170810,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1134,Web Developers,detailed,5070,12.1,2.554,2.9,47.35,98480,6.4,26.19,34.15,45.11,58.52,73.98,54470,71030,93830,121710,153870,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1141,Database Administrators,detailed,1760,11.8,0.889,1.17,51.43,106970,1.1,30.53,41.06,53.53,62.25,72.83,63500,85410,111330,129480,151490,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1142,Network and Computer Systems Administrators,detailed,6560,7.6,3.303,1.31,47.74,99300,1.7,30.34,36.79,46.18,58.29,70.09,63100,76530,96060,121240,145780,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1143,Computer Network Architects,detailed,3330,9.5,1.676,1.59,60.8,126470,1.3,37.97,49.08,60.3,73.43,85.22,78980,102090,125430,152740,177260,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1151,Computer User Support Specialists,detailed,13630,18,6.868,1.58,31.37,65240,5.6,17.63,22.81,27.92,34.55,46.55,36680,47440,58070,71860,96830,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1152,Computer Network Support Specialists,detailed,3030,14,1.527,1.22,40.04,83290,3.6,23.09,28.44,36.53,47.78,62.94,48030,59150,75970,99370,130920,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-1199,"Computer Occupations, All Other",detailed,10600,8.4,5.339,2.03,45.29,94210,2.1,23.15,32.23,43.54,58.09,71.75,48150,67040,90550,120830,149230,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-2011,Actuaries,detailed,320,21.5,0.161,1.12,63.68,132450,4.2,35.5,43.73,60.7,78.18,95.24,73840,90960,126260,162610,198100,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-2021,Mathematicians,detailed,80,8.6,0.039,2.16,66.76,138860,6.2,29.24,47.08,68.04,84.45,98.28,60810,97920,141520,175650,204430,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-2031,Operations Research Analysts,detailed,2440,27.3,1.228,1.71,46.66,97060,1.6,31.67,37.8,46.12,55.58,62.83,65880,78630,95920,115620,130700,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",15-2041,Statisticians,detailed,1040,17.5,0.523,1.9,48.55,100990,1.6,32.14,39.32,47.52,57.6,68.3,66850,81780,98840,119800,142070,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-0000,Architecture and Engineering Occupations,major,50340,2,25.367,1.44,48.47,100810,2.5,27.11,34.66,46.17,60.02,75.02,56380,72100,96040,124830,156030,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-1011,"Architects, Except Landscape and Naval",detailed,3540,6,1.783,2.47,38,79030,1.8,25.36,29.19,35.89,45.08,55.11,52740,60710,74650,93770,114640,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-1012,Landscape Architects,detailed,490,39.2,0.246,1.91,34.13,70990,5.4,21.77,26.65,32.89,37.88,51.28,45280,55440,68410,78800,106660,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-1021,Cartographers and Photogrammetrists,detailed,220,15.3,0.112,1.47,41.58,86480,3.4,30.18,34.28,40.48,48.1,57.01,62780,71300,84190,100040,118580,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-1022,Surveyors,detailed,520,23.4,0.264,0.84,44.14,91810,6.2,30.89,36.16,42.78,48.27,57.77,64250,75220,88980,100400,120160,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2031,Biomedical Engineers,detailed,420,31.6,0.211,1.61,44.22,91980,6.9,26.22,32.38,39.65,51.02,74.94,54540,67350,82470,106120,155880,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2041,Chemical Engineers,detailed,90,23.5,0.043,0.2,39.53,82230,8.2,22.29,27.82,39.45,51.41,58.7,46360,57860,82050,106930,122090,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2051,Civil Engineers,detailed,6420,7.4,3.237,1.53,45.27,94170,1.7,30.61,35.73,43.34,53.6,61.93,63670,74320,90150,111490,128820,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2061,Computer Hardware Engineers,detailed,1250,43.1,0.628,1.5,64.35,133850,7.1,37.5,48.24,62.52,78.33,94.85,77990,100330,130050,162920,197290,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2071,Electrical Engineers,detailed,4060,4.9,2.045,1.59,56.53,117580,2.8,33.1,43.06,55.78,69.44,81.17,68850,89560,116020,144430,168830,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2072,"Electronics Engineers, Except Computer",detailed,2120,9.8,1.067,1.15,60.57,125980,2.4,37.3,46.82,58.77,73.04,88.25,77580,97380,122250,151920,183560,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2081,Environmental Engineers,detailed,870,14.4,0.437,1.19,51.69,107510,2.1,32.03,41.62,51.07,60.61,73.22,66630,86560,106230,126080,152290,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,180,21.3,0.093,0.51,46.96,97680,2.7,30.5,39.02,47.33,55.74,62.02,63440,81170,98440,115940,129010,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2112,Industrial Engineers,detailed,5400,2.5,2.723,1.41,53.66,111600,2.1,32.81,41.35,53.14,64.84,78.03,68240,86000,110540,134860,162300,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2121,Marine Engineers and Naval Architects,detailed,250,32.2,0.126,1.61,46.9,97540,3.6,33.53,36.91,44.55,54.59,66.21,69750,76770,92650,113540,137720,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2141,Mechanical Engineers,detailed,4770,5.2,2.402,1.15,49.22,102370,3.2,28.58,34.84,45.53,59.11,74.92,59440,72470,94700,122950,155830,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,**,**,**,**,51.63,107380,9.6,31.34,36.84,47.21,67.13,79.64,65180,76630,98190,139620,165660,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2171,Petroleum Engineers,detailed,60,28.7,0.028,0.13,*,*,*,*,*,*,*,*,*,*,*,*,*,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-2199,"Engineers, All Other",detailed,2130,11,1.074,1.09,50.14,104290,2.9,27.36,33.57,50.65,61.94,75.24,56900,69820,105340,128830,156500,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3011,Architectural and Civil Drafters,detailed,1490,14.4,0.753,1.12,28.31,58890,3.6,17.78,21.06,26.76,33.72,41.12,36970,43800,55660,70150,85530,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3012,Electrical and Electronics Drafters,detailed,730,11.8,0.366,2.13,43.86,91230,6.7,23.73,32.93,44.79,55.6,62.12,49360,68490,93170,115640,129210,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3013,Mechanical Drafters,detailed,1560,4.5,0.784,2.02,43.33,90130,4.2,25.92,33.32,43.95,53.82,61.17,53920,69300,91410,111930,127240,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3019,"Drafters, All Other",detailed,150,32.7,0.075,0.74,30.5,63440,5.6,21.32,26.03,28.86,31.62,37.4,44330,54140,60020,65780,77780,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3021,Aerospace Engineering and Operations Technicians,detailed,390,17.1,0.194,2.78,45.11,93830,15.4,21.83,28.62,42.86,52.54,74.82,45400,59530,89140,109290,155620,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3022,Civil Engineering Technicians,detailed,760,24,0.381,0.78,33.62,69920,2.2,25.13,28.45,32.97,38.21,45.43,52270,59180,68570,79490,94500,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3023,Electrical and Electronics Engineering Technicians,detailed,1350,12.2,0.682,0.78,34.27,71290,2.2,22.38,29,33.81,38.7,45.91,46550,60310,70320,80490,95500,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3025,Environmental Engineering Technicians,detailed,330,21.1,0.167,1.39,35.87,74610,3.9,18.25,25.6,40.47,45.92,49.18,37950,53250,84170,95500,102290,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3027,Mechanical Engineering Technicians,detailed,510,14.8,0.255,0.89,32.79,68210,2.9,20.31,26.33,31.77,38.58,46.18,42240,54770,66080,80250,96050,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,970,17.2,0.489,0.85,32.62,67840,3.1,20.28,24.1,29.69,40.26,48.78,42190,50120,61750,83750,101470,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",17-3031,Surveying and Mapping Technicians,detailed,700,18.2,0.353,0.98,24.1,50120,3.5,16.22,18.05,23.67,29.26,34.08,33730,37550,49220,60860,70900,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-0000,"Life, Physical, and Social Science Occupations",major,20390,4.5,10.274,1.27,38.23,79520,2.6,20.26,25.56,34.81,47.01,59.59,42130,53160,72400,97770,123940,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1012,Food Scientists and Technologists,detailed,50,34,0.026,0.28,34,70720,7,22.28,28.46,34.29,37.82,40,46330,59190,71320,78660,83210,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1013,Soil and Plant Scientists,detailed,**,**,**,**,35.52,73890,4.4,22.64,27.35,33.17,41.07,49.58,47100,56890,68990,85410,103120,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1021,Biochemists and Biophysicists,detailed,220,15.3,0.112,0.57,32.52,67630,6.9,20.36,24.46,30.77,36.92,45.52,42340,50880,63990,76790,94670,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1022,Microbiologists,detailed,240,9,0.123,0.89,36.7,76340,5,21.13,25.25,35.48,44.63,58.02,43960,52530,73800,92840,120680,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1023,Zoologists and Wildlife Biologists,detailed,1040,17,0.525,4.25,39.61,82390,7,20.11,27.73,36.21,50.09,63.44,41840,57670,75320,104190,131950,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1029,"Biological Scientists, All Other",detailed,760,13.3,0.385,1.31,42.6,88610,5.2,23.35,29.01,38.42,48.52,62.11,48580,60340,79920,100920,129180,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1031,Conservation Scientists,detailed,140,6.3,0.071,0.46,39.05,81220,6.8,23.33,26.53,35.32,48,63,48530,55180,73470,99830,131030,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1032,Foresters,detailed,100,13.6,0.049,0.85,38.4,79880,4.3,25.68,27.73,30.74,38.31,83.65,53410,57680,63940,79680,173990,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1041,Epidemiologists,detailed,230,5.5,0.115,2.36,54.06,112440,8,28.21,33.7,42.68,66.77,96.42,58680,70100,88780,138870,200560,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1042,"Medical Scientists, Except Epidemiologists",detailed,5060,10.9,2.552,3.07,43.15,89750,6,23.25,28.36,37.28,50.9,66.96,48350,58980,77540,105870,139270,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-1099,"Life Scientists, All Other",detailed,160,21.4,0.082,1.73,44.06,91640,5.7,27.62,35.37,41.49,46.17,64.16,57450,73580,86300,96030,133450,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-2012,Physicists,detailed,180,25.2,0.093,0.76,51.7,107550,4.7,27.86,33.83,50.6,60.16,79.59,57950,70360,105240,125130,165540,,
WA,42660,"Seattle-Tacoma-Bellevue, WA",19-2021,Atmospheric and Space Scientists,detailed,180,17.9,0.09,1.41,42.72,88870,8.9,23.24,29.71,40.26,52.63,67.45,48350,61790,83740,109470,140300,,
